index,R01_06_CO201,R01_06_FCI01,R01_06_MVV01,R01_06_TRU01,HTR9_VES01_SI01,HTR9_VES01_TUD01,HTR9_VEN02_Status,HTRK_RAD01_TR02
2025-09-12 00:00:00+00:00,429.0,0.0,0,24.2,0.0,14.29090909,1,25.0
2025-09-12 01:00:00+00:00,428.0,0.0,0,24.0,0.0,14.0,1,25.1
2025-09-12 02:00:00+00:00,426.0,0.0,0,23.9,0.0,14.26875,1,25.1
2025-09-12 03:00:00+00:00,421.0,0.0,0,23.9,0.0,14.58818182,1,25.1
2025-09-12 04:00:00+00:00,427.375,53.68,0,23.88444444,0.0,14.8,1,25.1
2025-09-12 05:00:00+00:00,436.26,255.2666667,0,23.52254545,12.63254545,14.244,1,25.00915789
2025-09-12 06:00:00+00:00,444.4285714,250.6036364,0,23.4,136.9284045,15.18836364,1,24.96777328
2025-09-12 07:00:00+00:00,465.8412698,253.4177778,0,23.3,265.2848333,15.558,1,24.9
2025-09-12 08:00:00+00:00,467.847619,251.9794872,0,23.30615385,138.3738762,16.76644444,1,24.9
2025-09-12 09:00:00+00:00,471.0,249.0,0,23.6,273.6911166,17.43939394,1,24.9
2025-09-12 10:00:00+00:00,437.26875,248.7277778,0,23.5,162.5599714,18.46111111,1,24.9
2025-09-12 11:00:00+00:00,561.3406593,249.5403978,0,24.0,201.7695681,18.32455944,1,24.9
2025-09-12 12:00:00+00:00,461.8888889,255.5,0,23.7,703.0913333,18.55008333,1,24.8
2025-09-12 13:00:00+00:00,484.4181818,249.7842857,0,23.5,216.5431416,19.4,1,24.8
2025-09-12 14:00:00+00:00,417.2111111,240.5791111,0,23.4,98.61384,17.52,1,24.8
2025-09-12 15:00:00+00:00,433.3694444,0.0,0,24.105,128.4751212,17.12144231,1,24.8
2025-09-12 16:00:00+00:00,441.9493967,0.0,0,24.3,21.89010886,13.07916667,1,24.8
2025-09-12 17:00:00+00:00,424.6666667,0.0,0,24.51363636,47.07926708,13.755,1,24.8
2025-09-12 18:00:00+00:00,413.9818182,0.0,0,24.32230769,0.163333333,12.8,1,24.8
2025-09-12 19:00:00+00:00,411.3111111,0.0,0,24.3,0.0,13.09488889,1,24.8
2025-09-12 20:00:00+00:00,410.3777778,0.0,0,24.2,0.0,12.6,1,24.9
2025-09-12 21:00:00+00:00,409.5428571,0.0,0,24.1,0.0,12.20888889,1,24.9
2025-09-12 22:00:00+00:00,409.1951735,0.0,0,24.0,0.0,12.11094697,1,24.9
2025-09-12 23:00:00+00:00,408.8,0.0,0,23.9,0.0,11.894,1,24.9
2025-09-13 00:00:00+00:00,407.0,0.0,0,23.7,0.0,11.7,1,24.9
2025-09-13 01:00:00+00:00,406.0,0.0,0,23.8,0.0,12.3,1,24.9
2025-09-13 02:00:00+00:00,404.0409524,0.0,0,23.7,0.0,11.86474359,1,24.9
2025-09-13 03:00:00+00:00,403.0,0.0,0,23.5,0.0,12.006,1,24.9
2025-09-13 04:00:00+00:00,402.1367521,0.0,0,23.5,0.0,12.8,1,24.9
2025-09-13 05:00:00+00:00,399.8822222,0.0,0,23.6,17.91784444,13.53377778,1,24.9
2025-09-13 06:00:00+00:00,397.0,0.0,0,23.6,130.9061803,15.08713846,1,24.9
2025-09-13 07:00:00+00:00,395.0,0.0,0,23.7,262.2556667,16.22,1,24.9
2025-09-13 08:00:00+00:00,390.4,0.0,0,23.8,383.624803,17.24271429,1,24.9
2025-09-13 09:00:00+00:00,390.0,0.0,0,24.0,340.2837778,17.891,1,24.9
2025-09-13 10:00:00+00:00,393.0181818,0.0,0,24.09769231,536.4519437,18.11746032,1,24.9
2025-09-13 11:00:00+00:00,393.0,0.0,0,24.4,515.3473214,18.85,1,24.9
2025-09-13 12:00:00+00:00,392.84,0.0,0,24.6,584.0891594,19.12,1,25.0
2025-09-13 13:00:00+00:00,390.5777778,0.0,0,24.74,460.0700384,18.88584615,1,25.0
2025-09-13 14:00:00+00:00,390.0333333,0.0,0,24.8,113.2961,18.135,1,25.0
2025-09-13 15:00:00+00:00,388.64,0.0,0,24.8,106.3090952,17.71142857,1,25.0
2025-09-13 16:00:00+00:00,388.0,0.0,0,24.8,31.57739267,17.08733333,1,25.0
2025-09-13 17:00:00+00:00,386.9120629,0.0,0,24.7,12.34299327,15.10138462,1,25.0
2025-09-13 18:00:00+00:00,389.1342657,0.0,0,24.6,0.004,14.86422222,1,25.0
2025-09-13 19:00:00+00:00,388.2333333,0.0,0,24.5,0.0,14.35380952,1,25.0
2025-09-13 20:00:00+00:00,386.0,0.0,0,24.4,0.0,14.2,1,25.0
2025-09-13 21:00:00+00:00,387.8571429,0.0,0,24.3,0.0,13.90833333,1,25.0
2025-09-13 22:00:00+00:00,388.4,0.0,0,24.2,0.0,14.00033333,1,25.0
2025-09-13 23:00:00+00:00,387.0,0.0,0,24.3,0.0,14.4,1,25.2
2025-09-14 00:00:00+00:00,384.0147059,0.0,0,24.2,0.0,14.63794143,1,25.2
2025-09-14 01:00:00+00:00,384.0,0.0,0,24.0,0.0,14.9425,1,25.3
2025-09-14 02:00:00+00:00,381.95,0.0,0,24.1,0.0,15.565,1,25.3
2025-09-14 03:00:00+00:00,400.485,0.0,0,24.1,0.0,15.9,1,25.3
2025-09-14 04:00:00+00:00,400.4952381,0.0,0,23.9,0.0,16.3,1,25.3
2025-09-14 05:00:00+00:00,399.75625,0.0,0,23.9,5.780916353,15.8,1,25.2
2025-09-14 06:00:00+00:00,398.1607143,0.0,0,24.1,22.11774545,15.77,1,25.2
2025-09-14 07:00:00+00:00,399.0,0.0,0,23.9,60.75867002,13.5229508,1,25.2
2025-09-14 08:00:00+00:00,400.3833333,0.0,0,24.1,22.13741172,13.40794872,1,25.2
2025-09-14 09:00:00+00:00,402.4842105,0.0,0,24.09703571,37.52829722,13.40276768,1,25.2
2025-09-14 10:00:00+00:00,400.7727273,0.0,0,24.0,523.689125,15.3339375,1,25.2
2025-09-14 11:00:00+00:00,399.0333333,0.0,0,24.3,204.1681498,16.3,1,25.1
2025-09-14 12:00:00+00:00,398.0363636,0.0,0,24.39789474,445.0422338,15.976,1,25.1
2025-09-14 13:00:00+00:00,395.3428571,0.0,0,24.5,507.4636795,17.74066667,1,25.1
2025-09-14 14:00:00+00:00,397.0,0.0,0,24.75092593,208.4741389,17.095,1,25.1
2025-09-14 15:00:00+00:00,400.0,0.0,0,25.5,150.8185227,17.15,1,25.1
2025-09-14 16:00:00+00:00,403.0454545,0.0,0,26.03333333,156.7611905,16.49035714,1,25.1
2025-09-14 17:00:00+00:00,408.2175824,0.0,0,25.93272727,28.92478788,15.54783883,1,25.1
2025-09-14 18:00:00+00:00,410.6380952,0.0,0,25.6,0.0,14.1087,1,25.1
2025-09-14 19:00:00+00:00,412.1585434,0.0,0,25.4,0.0,13.26944012,1,25.1
2025-09-14 20:00:00+00:00,411.9541667,0.0,0,25.1,0.0,12.490875,1,25.0
2025-09-14 21:00:00+00:00,414.9846154,2.972649573,0,24.9,0.0,12.50377778,1,25.0
