,R05_07_N_CO201,R05_07_N_FCI01_1,R05_07_N_MVV01,R05_07_N_TRU01,R05_07_V_CO201,R05_07_V_FCI01_1,R05_07_V_MVV01,R05_07_V_TRU01,HTR9_VEN01_TI01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01
2025-08-05 22:45:00+00:00,482.6428406,0,0,23.3,487.0537662,0,0,23,22.9,351.4259091,0,-17.87544444,13.1
2025-08-05 22:50:00+00:00,482.2087013,0,0,23.29428571,486.0457143,0,0,23,22.9,352.7317778,0,-17.99171717,13.1
2025-08-05 22:55:00+00:00,482.0571429,0,0,23.2,486.0333333,0,0,23,22.95090909,354.5371717,0,-18.1,13.08306667
2025-08-05 23:00:00+00:00,482.9560606,0,0,23.2,485.4072308,0,0,23,23,355.1,0,-18.1,13.05
2025-08-05 23:05:00+00:00,480.83,0,0,23.2,484.3656952,0,0,23,23,356.42,0,-18.16,13.08125
2025-08-05 23:10:00+00:00,481.4200957,0,0,23.2,484.037037,0,0,22.91666667,23,358.2,0,-18.2,13.02161039
2025-08-05 23:15:00+00:00,481.7852632,0,0,23.2,484.2247619,0,0,22.9,23.07604278,287.6786667,0,-18.3,13.00271429
2025-08-05 23:20:00+00:00,481.0705882,0,0,23.2,484.6247619,0,0,22.9,23.1,0.998285714,0,-18.3,13
2025-08-05 23:25:00+00:00,480.6777778,0,0,23.188,483.4090909,0,0,22.9,23.1,2.033269231,0,-18.26826923,12.97384615
2025-08-05 23:30:00+00:00,479.9636364,0,0,23.1,483.9818182,0,0,22.9,23.1,3.351307692,0,-18.2,12.87133333
2025-08-05 23:35:00+00:00,479.2763158,0,0,23.1,483.2592593,0,0,22.9,23.1,4.24375,0,-18.175,12.86440476
2025-08-05 23:40:00+00:00,480.2159091,0,0,23.1,483.5090909,0,0,22.9,23.1,5.6725,0,-18.1,12.97032143
2025-08-05 23:45:00+00:00,480.1873016,0,0,23.1,482.9230769,0,0,22.9,23.1,7.0125,0,-18.02,12.98266667
2025-08-05 23:50:00+00:00,480.02,0,0,23.1,482.3021849,0,0,22.9,23.1,8.035878788,0,-17.93571429,12.93208333
2025-08-05 23:55:00+00:00,479.7124847,0,0,23.1,480.3238095,0,0,22.89,23.1,9.479666667,0,-17.81261111,12.89755556
2025-08-06 00:00:00+00:00,479.0627692,0,0,23.1,481.9455108,0,0,22.8,23.1,10.60443579,0,-17.69833333,12.80166667
2025-08-06 00:05:00+00:00,477.8502381,0,0,23.1,481.1512195,0,0,22.8,23.1,11.8734127,0,-17.57975469,12.88506349
2025-08-06 00:10:00+00:00,478.4444444,0,0,23.1,480.8264368,0,0,22.8,23.1,13.34452381,0,-17.40181818,12.90033333
2025-08-06 00:15:00+00:00,477.1251948,0,0,23.1,479.2963636,0,0,22.8,23.1,14.50833333,0,-17.24,12.9
2025-08-06 00:20:00+00:00,477.602139,0,0,23.1,479.954026,0,0,22.8,23.1,15.78833333,0,-17.04,12.9
2025-08-06 00:25:00+00:00,476.8666667,0,0,23.1,479.3692308,0,0,22.8,23.1,16.97,0,-16.83,12.82
2025-08-06 00:30:00+00:00,477.6426471,0,0,23.1,479,0,0,22.8,23.1,18.19479167,0,-16.7,12.8
2025-08-06 00:35:00+00:00,476.6929293,0,0,23.09047619,479.71,0,0,22.8,23.1,19.2675,0,-16.505,12.8
2025-08-06 00:40:00+00:00,474.96,0,0,23,478.8384615,0,0,22.8,23.1,20.67630952,0,-16.1475,12.8
2025-08-06 00:45:00+00:00,475.8,0,0,23,478.0444444,0,0,22.8,23.1,21.82666667,0,-15.92,12.8
2025-08-06 00:50:00+00:00,475.9529825,0,0,23,478,0,0,22.8,23.1,22.72,0,-15.74,12.8
2025-08-06 00:55:00+00:00,475.6133333,0,0,23,477.3928571,0,0,22.8,23.1,24.2,0,-15.38,12.8
2025-08-06 01:00:00+00:00,476.0105072,0,0,23,476.7138228,0,0,22.79428571,23.1,25.04,0,-15.18,12.7575
2025-08-06 01:05:00+00:00,475.4620773,0,0,23,477.7233333,0,0,22.72361111,23.1,26.42507937,0,-14.79047619,12.63777778
2025-08-06 01:10:00+00:00,474.2152778,0,0,23,478,0,0,22.7,23.1,27.91066667,0,-14.38866667,12.6
2025-08-06 01:15:00+00:00,474.725,0,0,23,476.4487179,0,0,22.7,23.1,29.01714286,0,-14.05428571,12.6
2025-08-06 01:20:00+00:00,474.7266667,0,0,23,475.9314948,0,0,22.7,23.1,30.25107143,0,-13.70285714,12.56142857
2025-08-06 01:25:00+00:00,473.7620915,0,0,23,475.2115385,0,0,22.7,23.1,31.15,0,-13.425,12.525
2025-08-06 01:30:00+00:00,471.3711111,0,0,23,476.0111801,0,0,22.7,23.1,32.165,0,-13.125,12.58
2025-08-06 01:35:00+00:00,472.4235294,0,0,23,475.5785714,0,0,22.7,23.1,33.4,0,-12.732,12.536
2025-08-06 01:40:00+00:00,473,0,0,23,475.77,0,0,22.7,23.1,34.70454545,0,-12.22722222,12.52487273
2025-08-06 01:45:00+00:00,472.9294949,0,0,22.91428571,476,0,0,22.7,23.1,35.88777778,0,-11.82337662,12.34086667
2025-08-06 01:50:00+00:00,472.7299048,0,0,22.9,475.6714286,0,0,22.7,23.1,36.74227941,0,-11.49160173,12.30222969
2025-08-06 01:55:00+00:00,472.4386422,0,0,22.9,475,0,0,22.7,23.1202729,37.19,0,-11.33,12.30888889
2025-08-06 02:00:00+00:00,472.8,0,5.572551971,22.9,474.360198,0,5.795935484,22.7,23.2,39.04,0,-10.58545455,12.39563333
2025-08-06 02:05:00+00:00,471.8666667,0,1.697473684,22.9,474.1791388,0,2.836532057,22.7,23.2,40.59,0,-9.975,12.3528
2025-08-06 02:10:00+00:00,471.93,0,0,22.9,473.0375,0,0.016,22.698,23.2,41.63532468,0,-9.546666667,12.31
2025-08-06 02:15:00+00:00,472.3279365,0,0,22.9,472.5944444,0,0,22.66,23.2,42.4,0,-9.24,12.346
2025-08-06 02:20:00+00:00,471.1339286,0,0,22.9,471.4404762,0,0,22.6,23.2,43.95625,0,-8.536458333,12.4
2025-08-06 02:25:00+00:00,470.6498599,0,0,22.9,474.1511765,0,0,22.6,23.2,44.70666667,0,-8.205454546,12.39
2025-08-06 02:30:00+00:00,471.2137554,0,0,22.9,473.6807273,0,0,22.6,23.17636364,46.10136508,0,-7.542087302,12.3
2025-08-06 02:35:00+00:00,472.3387879,0,0,22.9,471.8803887,0,0,22.6,23.1,47.21369231,0,-7.032234432,12.26
2025-08-06 02:40:00+00:00,472.7176471,0,0,22.9,475.9745614,0,0,22.65464286,23.1,48.18690476,0,-6.547029915,12.2
2025-08-06 02:45:00+00:00,475.1600265,0,0,22.9,479.8551544,0,0,22.7,23.1,48.9012381,0,-6.239260739,12.18871429
2025-08-06 02:50:00+00:00,479.1852288,0,0,22.9,484.2134615,0,0,22.7,23.1,50.16,0,-5.6,12.1
2025-08-06 02:55:00+00:00,483.9725,0,0,23,492.021645,0,0,22.6,23.1,51.20533333,0,-5.024,12.1
2025-08-06 03:00:00+00:00,488.4571429,0,0,22.96,490.4956522,0,0,22.6,23.1,52.73,0.115,-4.226666667,12.16571429
2025-08-06 03:05:00+00:00,493.4471498,57,0,22.9,492.2666667,44.4,0,22.6625,23.06769231,53.65181818,0.248130925,-3.721111111,12.18716484
2025-08-06 03:10:00+00:00,483.0047847,58.94926471,0,23,481.6266667,57.4,0,22.7,22.53133333,54.81678571,0.59275,-3.111785714,12.206
2025-08-06 03:15:00+00:00,483.875,63.00625,0,23,484.6875,62.2625,0,22.7,21.48848684,55.65,0.925548246,-2.636111111,12.20275
2025-08-06 03:20:00+00:00,484.045,64.855,0,23,484.335,62.12,0,22.7,20.5,56.3,1.2,-2.2,12.21
2025-08-06 03:25:00+00:00,484.0206349,63.22857143,0,23,485,61.54409938,0,22.7,19.135,56.76521008,1.578,-1.941260504,12.23117647
2025-08-06 03:30:00+00:00,484.5713539,62.7979798,0,23.05333333,484.6334225,62.27834225,0,22.7,15.37819481,58.61466667,3.400516934,-0.909388889,12.24562222
2025-08-06 03:35:00+00:00,485.2083333,63.525,0,23.1,485,61.63650794,0,22.6,14.26444444,59.81433333,4.875842857,-0.201333333,12.2201
2025-08-06 03:40:00+00:00,487,63.78666667,0,23.06,486.2571429,61.01904762,0,22.6,14.15818182,60.98349206,6.917984849,0.377460318,12.29755556
2025-08-06 03:45:00+00:00,487.4,63.08311688,0,22.9,488.0315789,61.45631211,0,22.6,16.5348951,61.87134199,8.392913697,0.943809524,12.29290476
2025-08-06 03:50:00+00:00,487.9684211,63.75111111,0,22.9,487.6210526,61.42,0,22.6,18.05422222,63.01722222,11.18089305,1.680555556,12.294
2025-08-06 03:55:00+00:00,487.9601808,63.04916667,0,22.9,487.5595238,61.6954023,0,22.6,16.24446667,64.04514042,15.14820238,2.300164835,12.30177778
2025-08-06 04:00:00+00:00,488.42,63.95555556,0,23,488.7157509,61.23904762,0,22.6,15.66313216,64.88504762,16.24768475,2.845948718,12.3
2025-08-06 04:05:00+00:00,490.2425,64.22832168,0,23,487.973913,62.54848485,0,22.6,17.69538462,66.1,17.95969231,3.596,12.38
2025-08-06 04:10:00+00:00,488.8050505,63.7725,0,23,488.72,63.4,0,22.6,16.94803922,67.10269841,33.2468,4.245,12.49333333
2025-08-06 04:15:00+00:00,488.0326087,64.73863636,0,23,489,62.36363636,0,22.6,15.97613636,67.90166667,41.44647727,4.773076923,12.57794118
2025-08-06 04:20:00+00:00,489.6444444,63.33333333,0,23,489,61.21666667,0,22.6,17.60266667,68.84333333,50.76439451,5.38,12.6
2025-08-06 04:25:00+00:00,490,63.625,0,22.94583333,489.2461538,61.22667984,0,22.6,17.27098172,69.66429293,60.56933944,5.968398268,12.6552
2025-08-06 04:30:00+00:00,491.4444444,64.12857143,0,22.86,490.9157895,61.96666667,0,22.6,17.08,71.03460317,73.78045614,6.906944444,12.84
2025-08-06 04:35:00+00:00,492.35,64.31428571,0,22.8,492,62,0,22.6,17.02533333,72.06340909,68.69466586,7.599772727,13.0045
2025-08-06 04:40:00+00:00,492.0090909,64.13166667,0,22.96,492.0555556,62,0,22.6,16.81263228,72.68527778,54.20444024,8.028055556,13.10597222
2025-08-06 04:45:00+00:00,493.49,63.89714286,0,22.88,495.8153846,61.56923077,0,22.6,17.12294737,73.8210101,88.75242105,8.777979798,13.25633333
2025-08-06 04:50:00+00:00,492.8690909,64.55071429,0,23,497,63.26262626,0,22.6,17.27433333,74.95333333,138.7128005,9.588333333,13.49816667
2025-08-06 04:55:00+00:00,496.0339474,63.30106838,0,23,499.1174368,62.15677081,0,22.6,17.03677838,75.86017094,140.2551644,10.20788462,13.74512308
2025-08-06 05:00:00+00:00,498.3140741,63.66428571,0,23,511.0988889,61.4452381,0,22.536,16.93097308,76.66316883,137.2339768,10.71844444,13.98691414
2025-08-06 05:05:00+00:00,501.4823232,63.25555556,0,23,516.6318182,60.79090909,0,22.60833333,16.9,78.04888889,154.3057955,11.68527778,14.07555556
2025-08-06 05:10:00+00:00,509.7345029,61.73333333,0,22.92,528.4566434,62.2965368,0,22.7,16.9,78.88,151.2549679,12.32,14.18
2025-08-06 05:15:00+00:00,526.7766667,64,0,23.02285714,535.9997101,61.46531089,0.001228986,22.69464286,16.9,79.84,127.5428,12.96178571,13.75119444
2025-08-06 05:20:00+00:00,524.05,64.01538462,0,23.1,548.3636364,61.87532468,0,22.7,16.9,80.932,154.4445734,13.72057143,13.90628571
2025-08-06 05:25:00+00:00,532.0036483,63.83320707,0,23.10285714,541.3609557,61.33290043,0,22.795,16.9,81.99409091,124.5895088,14.47136364,13.978
2025-08-06 05:30:00+00:00,537.9270707,64.05444444,0,23.2,547.6135065,62.63601732,0,22.8,16.90285714,82.2,107.9285714,14.6,14
2025-08-06 05:35:00+00:00,539.7435476,63.64738095,0,23.16571429,557.3664099,62.24813853,0,22.8,16.97685714,83.35418182,107.1765921,15.428,14.174
2025-08-06 05:40:00+00:00,552.54,62.85,0,23.01,571.2181818,63.38181818,0,22.8,17,85.21142857,107.3657286,16.72714286,14.41942857
2025-08-06 05:45:00+00:00,559.1269737,63.74345238,0,23.09904762,574.7855298,62.81965035,0,22.80166667,17.0735,86.15532468,175.045579,17.42796753,14.78947143
2025-08-06 05:50:00+00:00,565.6668182,63.27904762,0,23.18,554.4817112,62.89144385,0,22.9,17.2,87.15771429,295.6823217,18.09828571,14.85416667
2025-08-06 05:55:00+00:00,589.7361111,63.68444444,0,23.093,566.7041758,61.67208791,0,22.93380952,17.20785714,88.15272727,184.1416319,18.83111111,14.9
2025-08-06 06:00:00+00:00,610.797076,63.62184343,0,23.2475,604.6991342,61.33820346,0.051272727,22.87142857,17.2,88.5,99.64,19.1,14.9
2025-08-06 06:05:00+00:00,608.6352092,63.57305322,0,23.356,607.4509091,60.26690909,0.00256,22.90857143,16.89621212,89.79688889,182.5604121,19.94666667,14.95475556
2025-08-06 06:10:00+00:00,611.7922807,63.83247863,0,23.4,587.7579646,62.41003441,0,23.14857143,16.8,91.08933333,121.0565805,20.83142857,15.0722
2025-08-06 06:15:00+00:00,612.354798,63.13205128,0,23.37777778,597.4736027,61.04548872,0,23.15857143,16.8,92.2385,297.3416545,21.62857143,15.484
2025-08-06 06:20:00+00:00,633.6708429,63.04683761,0,23.33166667,641.7268398,60.83333333,0,23.26742857,16.85043478,93.245,322.16507,22.3152381,15.629
2025-08-06 06:25:00+00:00,625.645,63.03055556,0,23.4,611.179021,62.0041958,0,23.32,17,94.37173077,346.5325085,23.12420635,15.836
2025-08-06 06:30:00+00:00,624.573262,64.68636364,0,23.48555556,612.340404,62.35151515,0,23.32133333,17,95,351.75,23.5,15.89
2025-08-06 06:35:00+00:00,626.9454545,65.3,0,23.5,625.4258373,62.55837321,0,23.28,17.09060456,95.38,290.0538274,23.74,15.93525
2025-08-06 06:40:00+00:00,640.2937389,62.10909091,0,23.5,660.4477922,60.25731116,0,23.215,17.2,97.595,142.4273818,25.23746032,15.84
2025-08-06 06:45:00+00:00,646.7325926,62.6961039,0,23.476,665.6084757,62.2965035,0,23.46,17.2,98.61333333,113.1696564,25.886,15.70533333
2025-08-06 06:50:00+00:00,644.9875,63.76627326,0,23.43885714,677.2472619,62.64035714,0,23.44955556,17.2,99.16857143,116.0747863,26.24,15.672
2025-08-06 06:55:00+00:00,648.7606061,63.55294118,0,23.55,671.2402597,60.58311688,0,23.41,17.23501832,101.0342857,234.7071928,27.448,15.73222222
2025-08-06 07:00:00+00:00,643.7857143,64,0,23.6,651.6670168,61.86428571,0,23.6,17.27140805,101.7,396.7792974,27.9,16
2025-08-06 07:05:00+00:00,667.2,62.02105263,0,23.5,740.2700644,60.27461919,0,23.5,17,102.625,170.0704028,28.5,16.102
2025-08-06 07:10:00+00:00,657.2735294,64.36153846,0,23.58,685.7468531,61.45314685,0,23.46,17,104.1708571,175.5428042,29.43968254,16.20971429
2025-08-06 07:15:00+00:00,655.3477632,64.23076923,0,23.59066667,676.4703671,61.98925333,0,23.4575,17,105,342.3988259,29.95333333,16.36
2025-08-06 07:20:00+00:00,669.9623529,63.1040404,0,23.51971429,672.6851337,60.85470588,0,23.595,17.17,106.4091429,243.0957799,30.78564286,16.53128205
2025-08-06 07:25:00+00:00,669.4009524,64.34309524,0,23.60454545,675.2714286,59.2994709,0,23.6847619,17.19925926,107.4884314,469.8863333,31.46466667,16.7247619
2025-08-06 07:30:00+00:00,670.2939394,62.6,0,23.6575,701.0343434,60.74949495,0,23.6,17.12333333,108.8823314,508.3445556,32.28660714,16.56
2025-08-06 07:35:00+00:00,667.7644589,63.36517579,0,23.61833333,697.7145652,63.27118785,0,23.735,17.2,110.136,544.9737458,32.976,16.8
2025-08-06 07:40:00+00:00,674.0293651,64.94334554,0,23.77466667,729.145259,60.80462621,0,23.7,17.2,111.24,431.9683651,33.6,16.76
2025-08-06 07:45:00+00:00,671.6555556,63.96571429,0,23.74,691.0805195,61.09428571,0,23.687,17.26086957,112.5371429,401.237,34.26,16.88
2025-08-06 07:50:00+00:00,670.2208498,63.21428571,0,23.78444444,684.0332492,61.45581376,0,23.69407051,17.26839289,113.2315257,468.7793098,34.6377616,17.03118495
2025-08-06 07:55:00+00:00,675,65.2,0,23.64,689.2,62.9969697,0,23.6,17.14678788,114.44,178.1390517,35.34,17.12
2025-08-06 08:00:00+00:00,673.8944444,63.74444444,0,23.85333333,676.6611111,62.44141414,0,23.68,16.94878788,115.962,491.442697,36.1475,16.84
2025-08-06 08:05:00+00:00,692.1161364,63.02441103,0,23.755,724.1526872,60.46584873,0,23.7,16.80390374,117.2672778,532.7313647,36.732,17.07200466
2025-08-06 08:10:00+00:00,685.6644562,63.93703704,0,23.8,694.477037,60.94562212,0,23.70972549,16.80681481,118.5139199,148.1209707,37.40947368,17.398
2025-08-06 08:15:00+00:00,691.85,63.64772727,0,23.76,696.5363636,62.03454545,0,23.9,17,120.0495,289.2449273,38.128,17.032
2025-08-06 08:20:00+00:00,689.42,61.66,0,23.86,686.08,60.64,0,23.9,16.95730109,121.0641818,642.1993235,38.6245,17.1375
2025-08-06 08:25:00+00:00,697.991841,64.31357656,0,23.9,707.9949906,60.97973724,0,23.7,16.9164827,122.0228571,675.9094413,39.06142857,17.45946429
2025-08-06 08:30:00+00:00,688.6014392,64.61787879,0,23.86416667,686.606818,61.9361039,0,23.76363636,16.9788254,123.5264286,659.775834,39.72321429,17.28120915
2025-08-06 08:35:00+00:00,683.0711111,65.00666667,0,23.91738095,671.3960922,61.65682098,0,23.8,17.0869697,125.338,636.3795094,40.522,17.50183333
2025-08-06 08:40:00+00:00,689.2,64.29333333,0,23.89047619,665.675,61.975,0,23.8,17.20818182,126.7772857,267.439219,41.10284848,17.58737762
2025-08-06 08:45:00+00:00,697.2444231,64.025,0,23.88392857,678.1800093,62.3802385,0,23.8,17.26171473,127.0643269,485.0472978,41.22794872,17.55874126
2025-08-06 08:50:00+00:00,699.7216048,64.12757601,0,23.85806061,686.7164844,62.81201005,0,23.78100233,17.25730683,127.5113725,535.8355911,41.42566247,17.60034477
2025-08-06 08:55:00+00:00,689.26,62.55555556,0,23.92,689.22,62.62,0,23.8,17.2,131.0438095,607.6856333,42.8,17.62333333
2025-08-06 09:00:00+00:00,696.786965,62.66888889,0,23.8,714.1640476,61.68893762,0,23.8,17.2,132.0528846,405.236031,43.15361111,17.7382472
2025-08-06 09:05:00+00:00,694.2919481,62.65128205,0,23.89727273,718.1849346,62.065,0,23.8,17.31847619,133.2237143,645.3848554,43.61006349,18.06081021
2025-08-06 09:10:00+00:00,689.4752137,62.75142857,0,24,687.6307692,62.92307692,0,23.98,17.5,134.5,781.73,44.1,18.41
2025-08-06 09:15:00+00:00,699.3268687,63.26882353,0,24,702.8976951,61.63270813,0,23.89416667,17.42428571,136.6533333,683.4132762,44.81333333,18.482
2025-08-06 09:20:00+00:00,681.2478571,64.94583333,0,23.94,668.212278,62.76201624,0,23.9,17.40137931,138.4751111,725.2560944,45.37866667,18.1196
2025-08-06 09:25:00+00:00,677.73,64.07016043,0,23.98,683.9823377,61.58969697,0,23.9,17.5,140.3341667,680.5568,45.92,18.2375
2025-08-06 09:30:00+00:00,682.8918105,64.73226891,0,24,660.9923351,63.6771836,0,23.9,17.5,141.9229412,759.1796905,46.36019608,18.43713725
2025-08-06 09:35:00+00:00,683.5707602,65.67731092,0,24,671.1711966,64.06487179,0,23.88333333,17.5,143.3666667,792.8918462,46.77833333,18.71142857
2025-08-06 09:40:00+00:00,682.2545455,64.58333333,0,23.95,689.6969697,62.54166667,0,23.846875,17.34204545,145.0683036,591.3458523,47.19285714,18.71785714
2025-08-06 09:45:00+00:00,670.6282828,65.2,0,23.92,656.1832168,64.46013986,0,23.8,16.89969231,146.5485714,318.6087552,47.55428571,18.44828571
2025-08-06 09:50:00+00:00,661.6244301,65.05714286,0,24,645.7154884,63.27067236,0,23.8,16.81322339,147.7666667,474.5630855,47.83333333,18.17111111
2025-08-06 09:55:00+00:00,664.3139394,63.33016917,0,24,654.3798311,62.69934506,0,23.65866667,16.9,149.5963333,752.1752333,48.26366667,18.20296154
2025-08-06 10:00:00+00:00,654.072,64.48,0,24,643.6995074,62.19857143,0,23.68666667,16.98388889,151.5733333,806.5939658,48.69,18.68
2025-08-06 10:05:00+00:00,648.2,63.32666667,0,24,625.4424242,61.39458874,0,23.7,17,153.4745455,883.5511718,49.05454545,18.97333333
2025-08-06 10:10:00+00:00,643.7111111,64.65,0,24,613.6896552,63.60714286,0,23.63714286,17.04153846,155.3294444,744.5190747,49.38666667,18.91589744
2025-08-06 10:15:00+00:00,635.9963285,64.00444444,0,24,617.424026,62.12714286,0,23.63214286,17.15063306,157.1328889,394.8232381,49.67016667,18.54481962
2025-08-06 10:20:00+00:00,631.5216623,64.69229876,0,24,621.0763836,62.73452381,0,23.64,17.1132822,158.4668687,699.2162362,49.881,18.50937063
2025-08-06 10:25:00+00:00,628.8634921,64.72077922,0,24,619.2899123,63.12763158,0,23.7,17,160.676,575.3474971,50.191,18.518
2025-08-06 10:30:00+00:00,638.8710145,63.46302521,0,23.85166667,633.082,59.758,0,23.7,16.976,162.6764386,511.6946044,50.45886114,18.50896825
2025-08-06 10:35:00+00:00,624.725,62.77777778,0,23.98333333,633.7916667,65.95833333,0,23.785,16.8,164.290625,402.81,50.6,18.4
2025-08-06 10:40:00+00:00,620.2933333,65.06493506,0,24,643.9474043,62.88925098,0,23.8,16.8,165.865,653.9278333,50.8,18.1
2025-08-06 10:45:00+00:00,614.4444444,65.04285714,0,24,615.9202381,63,0,23.8,16.8,167.642,675.5443571,51.00352941,18.987
2025-08-06 10:50:00+00:00,604.9815385,66,0,24,602.6528736,63.28801314,0,23.8,16.84397878,169.54,574.1658408,51.12,18.58
2025-08-06 10:55:00+00:00,596.028877,65.36153846,0,24,589.6944444,63.83888889,0,23.8,16.91333333,171.6,642.0585455,51.244,18.94363636
2025-08-06 11:00:00+00:00,588.66,64.25227273,0,24,598.8133333,64.43333333,0,23.8,16.86909091,173.6273016,589.5722545,51.36857143,18.61543182
2025-08-06 11:05:00+00:00,601.2352941,65.4969697,0,24,591.2337662,63.94285714,0,23.8,16.9,175.5222222,835.3916364,51.4,18.64466667
2025-08-06 11:10:00+00:00,600.5,65.1,0,24,601.8166667,64.50769231,0,23.8,16.8954,177.0516667,858.7768838,51.46841026,18.84397619
2025-08-06 11:15:00+00:00,601.9,64.84,0,24,590.0885714,63.88285714,0,23.8,17.11666667,179.5036111,810.6969242,51.5,18.888
2025-08-06 11:20:00+00:00,604.0307692,64.66650794,0,23.99666667,585.1993939,63.91671554,0,23.8,17.19818182,180.9644872,769.9739197,51.5,19.03
2025-08-06 11:25:00+00:00,607.2625,65.04615385,0,24,585.6590909,63.58787879,0,23.8,17.2,183.288254,563.5266818,51.47777778,19.04285714
2025-08-06 11:30:00+00:00,609.4166667,64,0,24,590.8333333,64.36111111,0,23.8,17.2,185.0785714,708.7702778,51.4,19.01875
2025-08-06 11:35:00+00:00,610.8083333,64.1,0,24,608.4777778,63.56944444,0,23.8,17.37,186.859,855.3918056,51.34,19.404
2025-08-06 11:40:00+00:00,612.9522974,65.12634921,0,24,614.206,64.368,0,23.8,17.6825,188.35,753.3342556,51.26761905,19.932
2025-08-06 11:45:00+00:00,611.154386,66.63410256,0,24.06666667,594.0083333,65.07666667,0,23.8,17.79866667,190.3397403,440.2007515,51.14,19.63
2025-08-06 11:50:00+00:00,612.2305556,65.08351648,0,24.02,598.6205128,63.26373626,0,23.8,17.54448052,192.365,356.1404571,51.01333333,19.00666667
2025-08-06 11:55:00+00:00,611.5526696,64.3984127,0,23.964,602.1666667,63.68636364,0,23.8,17.40142857,193.776,501.4631857,50.864,18.86418182
2025-08-06 12:00:00+00:00,609.8430769,65.4790107,0,23.92392857,613.0690789,65.89638158,0,23.8,17.22382456,195.7046111,455.4454755,50.68755556,18.9358
2025-08-06 12:05:00+00:00,610.8285714,63.4181685,0,23.844,596.8869906,64.92445141,0,23.8,17.11645022,197.838912,363.8801395,50.45079365,18.64209545
2025-08-06 12:10:00+00:00,609.2236561,63.23666519,0,23.8979798,587.7358112,64.78136266,0,23.8,17.10369626,198.5503388,375.646924,50.35822761,18.66430995
2025-08-06 12:15:00+00:00,607.3940414,64.16594331,0,23.96535465,586.3321969,64.83084186,0,23.8,17.0796651,199.1198918,377.7023719,50.2896345,18.58525925
2025-08-06 12:20:00+00:00,601.3253205,66.375,0,23.990625,597.2032828,65.35876623,0,23.8,17.01875,202.7532738,357.5807333,49.76547619,18.86693182
2025-08-06 12:25:00+00:00,604.4848485,66.52472944,0,23.92570513,603.207395,65.79932773,0,23.8,17,203.9,347.18,49.6,18.98
2025-08-06 12:30:00+00:00,601.2666667,65.66222222,0,23.92,592.2718238,65.48311688,0,23.8,16.91082251,206.4888889,328.9852129,49.17333333,18.71022222
2025-08-06 12:35:00+00:00,594.0403968,64.81071429,0,24,573.0805714,64.562,0,23.76,16.86042759,208.2836923,281.5016311,48.82307692,18.65568182
2025-08-06 12:40:00+00:00,586.24,66.72,0,24,574.8,66.82,0,23.665,16.98,210.4775,282.701596,48.378,18.6068
2025-08-06 12:45:00+00:00,581.9936898,65.93871148,0,24,572.4737968,65,0,23.65928571,16.84673797,211.8679187,310.2860303,48.02592105,18.61444706
2025-08-06 12:50:00+00:00,580.3105418,66.78181818,0,24,579.7222283,64.10526316,0,23.62,16.7328961,213.341958,311.0929104,47.704,18.55958042
2025-08-06 12:55:00+00:00,580.9349206,66.31004274,0,24,566.3072727,63.96090909,0,23.6,16.74365517,215.06,235.784363,47.28,18.536
2025-08-06 13:00:00+00:00,577.7626119,65.8452381,0,24,562.2038978,64.8563653,0,23.6,16.63824353,216.8472727,266.0711216,46.824,18.70413636
2025-08-06 13:05:00+00:00,573.5793651,65.26857143,0,24,557.9621748,64.68105263,0,23.6,16.70727273,218.8239899,188.6405572,46.28057143,18.51088889
2025-08-06 13:10:00+00:00,568.7566667,65.89714286,0,24,554.0693238,64.98311688,0,23.6,16.81172932,220.1,198.2267795,45.9,18.68324091
2025-08-06 13:15:00+00:00,569.6190476,66.47395833,0,23.91388889,554.9111111,64.80654762,0,23.6,16.87857143,221.16,273.0132427,45.58888889,18.62818182
2025-08-06 13:20:00+00:00,569.0781818,67.49333333,0,23.9,550.6153846,65.47692308,0,23.6,16.93230769,223.4104762,312.3770769,44.91666667,18.80066667
2025-08-06 13:25:00+00:00,575.1998039,65.99422197,0,23.9,550.584,64.2627193,0,23.6,17,224.2977778,302.116,44.6,18.8
2025-08-06 13:30:00+00:00,563.8106952,66,0,23.94,546.3642036,65.00380952,0,23.6,16.95466667,225.34,316.07909,44.24,18.804
2025-08-06 13:35:00+00:00,555.16,65.8,0,23.90333333,543.8565657,64.01549784,0,23.6,16.9,227.7885714,495.0723203,43.36083333,18.74758333
2025-08-06 13:40:00+00:00,551.6540909,65.89527778,0,23.9,541.8092593,64.88973545,0,23.6,16.82133333,229.1491667,720.0774667,42.90416667,18.38291667
2025-08-06 13:45:00+00:00,546.7789744,66.90292398,0,23.9,540.0771429,64.84285714,0,23.6075,16.96564712,230.6678571,710.0437885,42.3,18.85409524
2025-08-06 13:50:00+00:00,543.0615385,64.64444444,0,23.9,538.352381,64.2093871,0,23.74,16.94421053,232.2488889,736.2872084,41.7,18.60833333
2025-08-06 13:55:00+00:00,539.375863,65.67036415,0,23.9,537.0791005,63.96640212,0,23.7,16.98,233.744,213.471,41.096,18.86614141
2025-08-06 14:00:00+00:00,535.6066667,62.82666667,0,23.824,533.7722222,62.81723906,0,23.672,16.8,234.484,118.1633077,40.716,18.47236364
