,R01_06_CO201,R01_06_FCI01,R01_06_MVV01,R01_06_TRU01,HTR9_VES01_SI01,HTR9_VES01_TUD01,HTR9_VEN02_Status,HTRK_RAD01_TR02
2025-09-01 10:15:00+00:00,582.075,247.4461538,0,24.92307692,575.367817,23.0641039,1,25.5
2025-09-01 10:20:00+00:00,575.22,248.48,0,24.90566667,568.2495289,23.07,1,25.5
2025-09-01 10:25:00+00:00,562.3166667,248.1066667,0,24.97119048,618.8783321,23.0474,1,25.5
2025-09-01 10:30:00+00:00,561.5252525,246.8876263,0,25,653.4145405,23.22275694,1,25.5
2025-09-01 10:35:00+00:00,565.8928571,248.4755556,0,25,500.9792424,22.629,1,25.5
2025-09-01 10:40:00+00:00,565.3333333,247.1047619,0,25,542.7802619,22.1664,1,25.5
2025-09-01 10:45:00+00:00,562.1264719,244.3800074,0,25,557.9224744,22.091,1,25.5
2025-09-01 10:50:00+00:00,554.4939706,245.3428571,0,25,591.3432572,22.50161758,1,25.5
2025-09-01 10:55:00+00:00,552.1,248.525,0,25,596.6728889,23.324,1,25.5
2025-09-01 11:00:00+00:00,584.0533333,250.3625,0,25,546.7058061,23.03888889,1,25.5
2025-09-01 11:05:00+00:00,598.8181818,249.9847826,0,25.04635417,533.9350531,23.24365079,1,25.5
2025-09-01 11:10:00+00:00,611.8,249.5638095,0,25.1,514.4503706,23.16333333,1,25.5
2025-09-01 11:15:00+00:00,629.52,248.4547315,0,25.12416667,540.9197302,22.80447619,1,25.5
2025-09-01 11:20:00+00:00,636.2,248.8,0,25.2,463.6074427,22.83111111,1,25.5
2025-09-01 11:25:00+00:00,630.0333333,243.82,0,25.2,430.9108,22.82725,1,25.5
2025-09-01 11:30:00+00:00,568.6233333,240.4775,0,25.10023529,531.2312824,23.05279365,1,25.5
2025-09-01 11:35:00+00:00,531.25,244.5606061,0,25,607.3129988,23.2725,1,25.5
2025-09-01 11:40:00+00:00,526,249.98,0,24.959,620.7476909,23.15133333,1,25.5
2025-09-01 11:45:00+00:00,526,248,0,24.9,565.1620104,23.06419913,1,25.5
2025-09-01 11:50:00+00:00,520.7884615,250.0746411,0,24.8608,464.7674066,22.47209524,1,25.5
2025-09-01 11:55:00+00:00,511.7142857,252.6918182,0,24.8,664.5927462,23.21514286,1,25.45333333
2025-09-01 12:00:00+00:00,509.5764706,252.8333333,0,24.8,377.5286364,22.38314286,1,25.4
2025-09-01 12:05:00+00:00,509,254.4662356,0,24.80347222,293.8568942,20.8,1,25.4
2025-09-01 12:10:00+00:00,516.1272727,249.1142857,0,24.93795556,307.3116551,22.33568831,1,25.4
2025-09-01 12:15:00+00:00,624.3555556,243.2181818,0,25.17,331.8777182,21.8385,1,25.4
2025-09-01 12:20:00+00:00,658.32,244.68,0,25.372,347.4055584,22.035,1,25.4
2025-09-01 12:25:00+00:00,672.1111111,247.8181818,0,25.46166667,416.2907157,22.243,1,25.4
2025-09-01 12:30:00+00:00,670.2,250.2333333,0,25.46,314.4421981,22.62111111,1,25.4
2025-09-01 12:35:00+00:00,674.65,252.1666667,0,25.55846154,313.1862519,22.35866667,1,25.4
2025-09-01 12:40:00+00:00,689.2352941,256.8035714,0,25.50517241,253.0796429,22.28953125,1,25.4
2025-09-01 12:45:00+00:00,660.8885714,246.5590909,0,25.67409091,275.0130152,21.51214286,1,25.4
2025-09-01 12:50:00+00:00,619.6393939,250.786648,0,25.50939737,268.7076937,22.24019048,1,25.4
2025-09-01 12:55:00+00:00,544.1678571,249.2666667,0,25.25333333,249.8522737,22.18,1,25.4
2025-09-01 13:00:00+00:00,612.9916667,252.8666667,0,25.20222222,241.1710667,22.02857143,1,25.4
2025-09-01 13:05:00+00:00,680.8575163,248.8758741,0,25.33434343,236.2096388,22.08714286,1,25.4
2025-09-01 13:10:00+00:00,733.7924784,246.4543306,0,25.5115702,236.6871572,22.10554584,1,25.4
2025-09-01 13:15:00+00:00,747.889011,249.4968651,0,25.60347826,263.6760265,22.06337143,1,25.4
2025-09-01 13:20:00+00:00,734.2666667,252.7506494,0,25.70277056,295.4767619,22.1095,1,25.4
2025-09-01 13:25:00+00:00,739.075,248.14,0,25.7,488.2010067,21.97583333,1,25.4
2025-09-01 13:30:00+00:00,720.7692308,246.22,0,25.70571429,624.6237456,22.27216667,1,25.4
2025-09-01 13:35:00+00:00,718.85,250.0615385,0,25.71692308,451.5310666,22.59025,1,25.4
2025-09-01 13:40:00+00:00,713.1681319,248.1690476,0,25.7998961,375.6262166,22.208,1,25.4
2025-09-01 13:45:00+00:00,713.0885417,249.1035804,0,25.80593202,374.6914572,21.991875,1,25.4
2025-09-01 13:50:00+00:00,721.3111111,252.5925134,0,25.9,377.8170588,21.91,1,25.4
2025-09-01 13:55:00+00:00,715.9928571,250.9666667,0,25.895,407.4688551,21.74228571,1,25.4
2025-09-01 14:00:00+00:00,623.7833333,245.5,0,25.71475524,516.4021739,20.45,1,25.4
2025-09-01 14:05:00+00:00,541.8,70.11818182,0,25.60818182,398.9045143,20.226,1,25.4
2025-09-01 14:10:00+00:00,510.475,50.70920635,0,25.6,186.1195857,20.382,1,25.4
2025-09-01 14:15:00+00:00,488.1047619,51.7757085,0,25.6,131.4598571,20.734,1,25.4
2025-09-01 14:20:00+00:00,479.6442308,51.24896552,0,25.6,114.5519464,20.42494643,1,25.4
2025-09-01 14:25:00+00:00,476.0633333,51.05820106,0,25.6,112.1255344,20.28875,1,25.4
2025-09-01 14:30:00+00:00,478.2222222,51,0,25.6,128.3501212,19.22955,1,25.4
2025-09-01 14:35:00+00:00,483.0129293,51.10193676,0,25.6,137.7213331,19.88153333,1,25.4
2025-09-01 14:40:00+00:00,476.5066667,51.54823529,0,25.6,149.7240941,20.34181818,1,25.4
2025-09-01 14:45:00+00:00,473.12,51.16,0,25.6,187.9258182,20.572,1,25.4
2025-09-01 14:50:00+00:00,471,51.58108974,0,25.6,210.4870577,20.56830769,1,25.4
2025-09-01 14:55:00+00:00,464.0833333,51.83333333,0,25.6,225.1572748,20.57642857,1,25.4
2025-09-01 15:00:00+00:00,464.6,52.0421978,0,25.6,215.539742,20.71568889,1,25.4
2025-09-01 15:05:00+00:00,463.2075,51.52676768,0,25.6,199.0385998,20.58194872,1,25.4
2025-09-01 15:10:00+00:00,460.7764706,51,0,25.6,361.1965064,20.78611667,1,25.4
2025-09-01 15:15:00+00:00,460,51,0,25.6,355.6131368,20.928,1,25.4
2025-09-01 15:20:00+00:00,523.1384615,51.50809524,0,25.75664231,192.6585802,20.464,1,25.4
2025-09-01 15:25:00+00:00,598.3342857,50.58787879,0,25.98666667,101.0660657,20.63633333,1,25.4
2025-09-01 15:30:00+00:00,569.2416667,50.71509094,0,25.95327948,91.75126342,20.73216667,1,25.4
2025-09-01 15:35:00+00:00,518.8357143,51.58542443,0,25.9,74.58498774,20.71833333,1,25.4
2025-09-01 15:40:00+00:00,489.9916667,51.11951167,0,25.9,61.42918761,20.628,1,25.4
2025-09-01 15:45:00+00:00,475.3333333,51.18315789,0,25.792,56.42226923,20.45028571,1,25.4
2025-09-01 15:50:00+00:00,469.5466667,51,0,25.7,49.24782838,20.26601998,1,25.4
2025-09-01 15:55:00+00:00,465,51,0,25.7,37.74947466,20.42335931,1,25.4
2025-09-01 16:00:00+00:00,458,51.125,0,25.7,32.15874621,20.48466667,1,25.4
2025-09-01 16:05:00+00:00,454.3111111,48.72,0,25.7,30.90273333,20.5,1,25.4
2025-09-01 16:10:00+00:00,453.655,49.08333333,0,25.7,30.71709091,19.924,1,25.4
2025-09-01 16:15:00+00:00,451.9212121,51,0,25.72704762,30.58747253,20.14,1,25.4
2025-09-01 16:20:00+00:00,450.1195726,51.55576299,0,25.65681818,26.39415909,20.2,1,25.4
2025-09-01 16:25:00+00:00,445.0089286,52.10120301,0,25.54024948,25.39505842,20.39625,1,25.4
2025-09-01 16:30:00+00:00,442.3680556,52.48214286,0,25.56428571,24.38254076,20.375,1,25.4
2025-09-01 16:35:00+00:00,442,52.35555556,0,25.5772973,23.7639435,20.246,1,25.4
2025-09-01 16:40:00+00:00,441.6,52.96184615,0,25.5,24.6815,20.11666667,1,25.4
2025-09-01 16:45:00+00:00,440.5,51.16,0,25.5,25.01467273,20.39133333,1,25.4
2025-09-01 16:50:00+00:00,441.02,51.34417077,0,25.5,20.78777033,20.47777778,1,25.4
2025-09-01 16:55:00+00:00,442.4630303,50.95892857,0,25.5,16.17541444,20.54222222,1,25.4
2025-09-01 17:00:00+00:00,444.6945455,50.13111111,0,25.5,13.74003368,20.68755556,1,25.4
2025-09-01 17:05:00+00:00,446.6017992,49.41954023,0,25.5,11.21501232,20.51096681,1,25.4
2025-09-01 17:10:00+00:00,447.4266667,49.11076923,0,25.5,8.6902,20.54446154,1,25.4
2025-09-01 17:15:00+00:00,449.8904762,49,0,25.5,5.877577852,20.51422222,1,25.34969697
2025-09-01 17:20:00+00:00,451.9,49.64,0,25.5,3.397661491,20.3764,1,25.3
2025-09-01 17:25:00+00:00,452.1644444,50.85114286,0,25.5,2.083291278,20.46,1,25.3
2025-09-01 17:30:00+00:00,453.7666667,49.14268146,0,25.5259255,1.204193002,20.2,1,25.3
2025-09-01 17:35:00+00:00,451.8333333,49.03113553,0,25.6,0.701538462,20.29434524,1,25.3
2025-09-01 17:40:00+00:00,449.6825163,49.69882353,0,25.6,0.581714286,20.28642857,1,25.3
2025-09-01 17:45:00+00:00,446.8142857,50.06293706,0,25.54666667,0.432307692,20.3352,1,25.3
2025-09-01 17:50:00+00:00,449.72,50.90093168,0,25.4,0.194935499,20.265,1,25.3
2025-09-01 17:55:00+00:00,445.8,49.81688312,0,25.4,0.12,20.252,1,25.3
2025-09-01 18:00:00+00:00,444.7571429,49.03333333,0,25.4,0.04,19.94,1,25.3
2025-09-01 18:05:00+00:00,443.9136364,49.11099744,0,25.4,0.008088889,19.809,1,25.3
2025-09-01 18:10:00+00:00,442.625,49.025,0,25.4,0,19.9,1,25.3
2025-09-01 18:15:00+00:00,440,50,0,25.401875,0,19.421,1,25.3
2025-09-01 18:20:00+00:00,440.9636364,49.03076923,0,25.5,0,18.52991667,1,25.3
2025-09-01 18:25:00+00:00,441.710303,49.0375,0,25.5,0,18.14260952,1,25.3
2025-09-01 18:30:00+00:00,441.6424235,50.04230708,0,25.49809524,0,17.91820392,1,25.3
2025-09-01 18:35:00+00:00,441,51.93295455,0,25.3,0,17.54,1,25.3
2025-09-01 18:40:00+00:00,443,52.92313266,0,25.3,0,17.43214286,1,25.3
2025-09-01 18:45:00+00:00,442.975,52.96666667,0,25.3,0,17.23966667,1,25.3
2025-09-01 18:50:00+00:00,442.8666667,51.37714286,0,25.3,0,17.13822222,1,25.3
2025-09-01 18:55:00+00:00,441.330303,51.00645161,0,25.3,0,17.01597778,1,25.3
2025-09-01 19:00:00+00:00,439.9630952,49.10865801,0,25.3,0,16.95114286,1,25.3
2025-09-01 19:05:00+00:00,440.8622222,6.936,0,25.3,0,16.956,1,25.3
2025-09-01 19:10:00+00:00,441.8333333,0,0,25.3,0,16.9,1,25.3
2025-09-01 19:15:00+00:00,438.2232143,0,0,25.3,0,16.9,1,25.3
2025-09-01 19:20:00+00:00,437.7527778,0,0,25.3,0,17.01214286,1,25.3
2025-09-01 19:25:00+00:00,437.98,0,0,25.3,0,16.94333333,1,25.3
2025-09-01 19:30:00+00:00,437.9777778,0,0,25.3875,0,17,1,25.3
2025-09-01 19:35:00+00:00,438.6662338,0,0,25.4,0,17,1,25.3
2025-09-01 19:40:00+00:00,438.1833333,0,0,25.23076923,0,17,1,25.3
2025-09-01 19:45:00+00:00,436,0,0,25.2,0,17,1,25.3
2025-09-01 19:50:00+00:00,436.755,0,0,25.28554113,0,17.004,1,25.3
2025-09-01 19:55:00+00:00,436.9349206,0,0,25.22925,0,17.07415385,1,25.3
2025-09-01 20:00:00+00:00,436.1942857,0,0,25.2,0,17.18688571,1,25.3
2025-09-01 20:05:00+00:00,435.9333333,0,0,25.2,0,17.2,1,25.3
2025-09-01 20:10:00+00:00,435.9183333,0,0,25.2,0,17.2,1,25.38258065
2025-09-01 20:15:00+00:00,434.1875,0,0,25.2,0,17.2,1,25.4
2025-09-01 20:20:00+00:00,434.8,0,0,25.2,0,17.28,1,25.4
2025-09-01 20:25:00+00:00,434.5021008,0,0,25.2,0,17.36922078,1,25.4
2025-09-01 20:30:00+00:00,434,0,0,25.2,0,17.36695238,1,25.4
2025-09-01 20:35:00+00:00,434,0,0,25.2,0,17.44292929,1,25.4
2025-09-01 20:40:00+00:00,433.5111111,0,0,25.2,0,17.64027778,1,25.4
2025-09-01 20:45:00+00:00,433,0,0,25.2,0,17.65277778,1,25.4
2025-09-01 20:50:00+00:00,434.2666667,0,0,25.2,0,17.79502222,1,25.4
2025-09-01 20:55:00+00:00,434.8428571,0,0,25.2,0,17.9,1,25.4
2025-09-01 21:00:00+00:00,434,0,0,25.2,0,18.04644444,1,25.4
2025-09-01 21:05:00+00:00,433.3581513,31.99156785,0,25.2,0,18.19421438,1,25.4
