,HTRK_VEN01_COM01_P,HTRK_VEN01_EM01_P
2025-05-27 01:00:00+00:00,0.0,0.1110381975
2025-05-27 01:15:00+00:00,0.0,0.11
2025-05-27 01:30:00+00:00,0.0,0.11
2025-05-27 01:45:00+00:00,0.0,0.11
2025-05-27 02:00:00+00:00,0.0,0.11
2025-05-27 02:15:00+00:00,0.0,0.11
2025-05-27 02:30:00+00:00,0.0,0.11
2025-05-27 02:45:00+00:00,0.0,0.11
2025-05-27 03:00:00+00:00,0.0,1.9921226763000002
2025-05-27 03:15:00+00:00,-0.2666666667,3.2955229133
2025-05-27 03:30:00+00:00,-0.3939393939,3.2830528882
2025-05-27 03:45:00+00:00,0.0,3.1771007174
2025-05-27 04:00:00+00:00,0.0,3.4222432306
2025-05-27 04:15:00+00:00,0.0,3.9559952956
2025-05-27 04:30:00+00:00,0.0,4.8688411786
2025-05-27 04:45:00+00:00,0.0,5.100336056
2025-05-27 05:00:00+00:00,0.0,5.2011962178
2025-05-27 05:15:00+00:00,0.0,5.3119272137
2025-05-27 05:30:00+00:00,0.0,5.4275817795
2025-05-27 05:45:00+00:00,0.0,5.4227072239
2025-05-27 06:00:00+00:00,0.0,5.5196680508
2025-05-27 06:15:00+00:00,0.0,5.5332406606
2025-05-27 06:30:00+00:00,0.0,5.5629375387
2025-05-27 06:45:00+00:00,0.0,5.8717274879
2025-05-27 07:00:00+00:00,0.0,6.2096366
2025-05-27 07:15:00+00:00,0.0,6.3739417293
2025-05-27 07:30:00+00:00,0.0,6.6764781433
2025-05-27 07:45:00+00:00,0.0,6.9353438687
2025-05-27 08:00:00+00:00,0.0,7.3864717465
2025-05-27 08:15:00+00:00,0.0,7.5656918009
2025-05-27 08:30:00+00:00,0.0,8.0839296685
2025-05-27 08:45:00+00:00,0.0,8.9492541261
2025-05-27 09:00:00+00:00,0.0,9.4189795925
2025-05-27 09:15:00+00:00,0.0,9.9421635246
2025-05-27 09:30:00+00:00,0.0,10.6072525253
2025-05-27 09:45:00+00:00,0.0,10.5863503626
2025-05-27 10:00:00+00:00,0.0,10.9424565335
2025-05-27 10:15:00+00:00,0.0,10.9631269996
2025-05-27 10:30:00+00:00,0.0,11.0999640558
2025-05-27 10:45:00+00:00,0.0,11.3395484134
2025-05-27 11:00:00+00:00,0.0,11.3746585064
2025-05-27 11:15:00+00:00,0.0,11.9616705571
2025-05-27 11:30:00+00:00,0.0,12.1384413484
2025-05-27 11:45:00+00:00,0.0,12.3867363271
2025-05-27 12:00:00+00:00,0.0,12.9266475075
2025-05-27 12:15:00+00:00,0.0,13.3558611427
2025-05-27 12:30:00+00:00,0.0,13.9272692899
2025-05-27 12:45:00+00:00,0.0,13.5529813639
