,R01_06_CO201,R01_06_FCI01,R01_06_MVV01,R01_06_TRU01,HTRK_VEN01_TI01,HTR9_VES01_SI01,HTR9_VES01_TUD01,HTRK_RAD01_TF01
2026-01-04 23:00:00+00:00,409.6,0,0,20,15.3,0,-2.34,58.88946851
2026-01-04 23:05:00+00:00,409.3128205,0,0,20,15.3,0,-2.451272727,56.43636999
2026-01-04 23:10:00+00:00,410.4,0,0,20,15.3,0,-2.648,54.97538083
2026-01-04 23:15:00+00:00,410.6013986,0,0,20,15.3,0,-2.718012626,58.66263027
2026-01-04 23:20:00+00:00,410,0,0,20,15.3,0,-2.778571429,62.31424141
2026-01-04 23:25:00+00:00,410.635,0,0,20,15.3,0,-2.802166667,62.31076923
2026-01-04 23:30:00+00:00,410.4,0,0,20,15.3,0,-2.85,58.73833333
2026-01-04 23:35:00+00:00,410.1204906,0,0,20,15.3,0,-2.922503497,58.57769231
2026-01-04 23:40:00+00:00,409.9618182,0,0,20,15.3,0,-3.046222222,59.00955665
2026-01-04 23:45:00+00:00,409.9772727,0,0,20,15.3,0,-3.1,59.33579545
2026-01-04 23:50:00+00:00,409.9428571,0,0,20,15.3,0,-3.03,59.11714286
2026-01-04 23:55:00+00:00,411.4,0,0,20,15.3,0,-3,58.89263158
2026-01-05 00:00:00+00:00,411.0433333,0,0,20,15.3,0,-3.24,58.9529776
2026-01-05 00:05:00+00:00,409.9178571,0,0,20,15.3,0,-3.3,59.00666667
2026-01-05 00:10:00+00:00,409.975,0,0,20,15.3,0,-3.26,59.48590909
2026-01-05 00:15:00+00:00,410.3733333,0,0,20,15.3,0,-3.280714286,59.96780769
2026-01-05 00:20:00+00:00,411,0,0,20,15.3,0,-3.346,59.55642101
2026-01-05 00:25:00+00:00,410.4613636,0,0,20,15.3,0,-3.206603175,59.31857143
2026-01-05 00:30:00+00:00,411.025,0,0,20,15.3,0,-3.195,59.81125541
2026-01-05 00:35:00+00:00,412,0,0,20,15.3,0,-3.033333333,58.96879121
2026-01-05 00:40:00+00:00,411.3645833,0,0,20,15.3,0,-3.4,59.08877005
2026-01-05 00:45:00+00:00,410.2133333,0,0,20,15.3,0,-3.421666667,59.25939394
2026-01-05 00:50:00+00:00,411,0,0,20,15.3,0,-3.479142857,59.31354637
2026-01-05 00:55:00+00:00,411.07,0,0,20,15.3,0,-3.413463204,59.35619048
2026-01-05 01:00:00+00:00,411.7,0,0,20,15.3,0,-3.504,59.40909091
2026-01-05 01:05:00+00:00,410.9644444,0,0,20,15.3,0,-3.954,59.92272727
2026-01-05 01:10:00+00:00,410.955,0,0,20,15.3,0,-4.2,59.48966667
2026-01-05 01:15:00+00:00,411.66,0,0,20,15.3,0,-4.008722222,59.50235294
2026-01-05 01:20:00+00:00,410,0,0,20,15.3,0,-4.110876923,59.80085714
2026-01-05 01:25:00+00:00,410,0,0,20,15.3,0,-3.841230769,59.69434556
2026-01-05 01:30:00+00:00,410.0357143,0,0,20,15.3,0,-3.399087302,59.30208333
2026-01-05 01:35:00+00:00,411.8444444,0,0,20,15.3,0,-2.98,59.44254545
2026-01-05 01:40:00+00:00,411,0,0,20,15.3,0,-2.392727273,58.8
2026-01-05 01:45:00+00:00,410.0105263,0,0,19.90242857,15.3,0,-2.041212121,58.78447368
2026-01-05 01:50:00+00:00,410.6571429,0,0,19.9,15.3,0,-2.091619048,58.66066897
2026-01-05 01:55:00+00:00,412,0,0,19.9,15.3,0,-2.490476191,58.70139234
2026-01-05 02:00:00+00:00,412.6444444,0,0,19.9,15.3,0,-2.2,58.93659091
2026-01-05 02:05:00+00:00,411,0,0,19.9,15.22,0,-1.486166667,58.9
2026-01-05 02:10:00+00:00,410.9636364,0,0,19.9,15.2,0,-1.091933333,59.44958305
2026-01-05 02:15:00+00:00,412,0,0,19.9,15.2,0,-0.973375758,59.47793103
2026-01-05 02:20:00+00:00,412,0,0,19.9,15.2,0,-0.843153087,58.6198465
2026-01-05 02:25:00+00:00,412,0,0,19.9,15.2,0,-0.805,58.2159931
2026-01-05 02:30:00+00:00,412,0,0,19.9,15.2,0,-0.775,58.071875
2026-01-05 02:35:00+00:00,411.175,0,0,19.9,15.2,0,-1.249555556,58.29170807
2026-01-05 02:40:00+00:00,412.8666667,0,0,19.9,15.2,0,-2.230952381,58.71885134
2026-01-05 02:45:00+00:00,414.1028571,0,0,19.9,15.2,0,-0.973047619,58.65276224
2026-01-05 02:50:00+00:00,413.4071429,0,0,19.9,15.2,0,-0.518,58.51393939
2026-01-05 02:55:00+00:00,413.6826923,0,0,19.9,15.2,0,-0.277353846,58.26066667
2026-01-05 03:00:00+00:00,414.8,0,0,19.9,15.2,0,-0.031111111,58.27931034
2026-01-05 03:05:00+00:00,414.1636364,0,0,19.9,15.2,0,0.331818182,58.12095238
2026-01-05 03:10:00+00:00,412.3166667,0,0,19.9,15.2,0,0,57.77931136
2026-01-05 03:15:00+00:00,412.2409524,0,0,19.9,15.2,0,-0.086060606,57.89948718
2026-01-05 03:20:00+00:00,412,0,0,19.9,15.2,0,-0.181136364,58.18863636
2026-01-05 03:25:00+00:00,412,0,0,19.9,15.2,0,-0.028333333,58.51333333
2026-01-05 03:30:00+00:00,412,0,0,19.9,15.13666667,0,0.234505495,58.22503896
2026-01-05 03:35:00+00:00,412.8,0,0,19.95418421,15.1,0,-0.31414099,57.26090909
2026-01-05 03:40:00+00:00,412.2,0,0,20,15.1,0,-0.220333333,57.44515385
2026-01-05 03:45:00+00:00,412.6502674,0,0,20,15.1,0,0.691111111,57.93566667
2026-01-05 03:50:00+00:00,413,0,0,20,15.1,0,1.082777778,57.138
2026-01-05 03:55:00+00:00,413,0,0,20,15.1,0,0.569525641,57.30238462
2026-01-05 04:00:00+00:00,412.6,0,0,20,15.1,0,-0.5,57.86947368
2026-01-05 04:05:00+00:00,412,0,0,20,15.1,0,-1.28,58.62
2026-01-05 04:10:00+00:00,412.6,0,0,20,15.1,0,-0.292914286,58.34428571
2026-01-05 04:15:00+00:00,413,0,0,20,15.1,0,-0.5375,57.95675129
2026-01-05 04:20:00+00:00,413.6142857,0,0,20,15.1,0,-1.796363636,58.39403598
2026-01-05 04:25:00+00:00,413.5666667,0,0,20,15.1,0,-2.826666667,59.03833333
2026-01-05 04:30:00+00:00,413.55,0,0,20,15.1,0,-3.063642857,59.24424242
2026-01-05 04:35:00+00:00,414,0,0,20,15.1,0,-3.280644444,59.51561905
2026-01-05 04:40:00+00:00,415.2,0,0,20,15.1,0,-3.081666667,59.37477056
2026-01-05 04:45:00+00:00,416,0,0,20,15.1,0,-2.948636364,59.19312169
2026-01-05 04:50:00+00:00,415.9020979,0,0,20,15.1,0,-2.844,59.4
2026-01-05 04:55:00+00:00,415.6,0,0,20,15.1,0,-2.966,59.53272727
2026-01-05 05:00:00+00:00,415.6,0,0,20,15.1,0,-2.180212121,59.29808122
2026-01-05 05:05:00+00:00,417.2,0,0,20,15.1,0,0.3275,58.14181818
2026-01-05 05:10:00+00:00,418.2242424,0,0,20,15.1,0,0.2005,57.71991097
2026-01-05 05:15:00+00:00,419,0,0,20,15.1,0,-0.457206349,57.88864662
2026-01-05 05:20:00+00:00,419.3333333,0,0,20,15.1,0,-0.811,58.32181818
2026-01-05 05:25:00+00:00,420.7522222,0,0,20,15.1,0,-1.454545455,58.53052632
2026-01-05 05:30:00+00:00,421.42,0,0,20,15.1,0,-1.050083333,58.85444444
2026-01-05 05:35:00+00:00,421.9358974,0,0,20,15.1,0,-0.6982,59.01434077
2026-01-05 05:40:00+00:00,421.9178571,0,0,20,15.1,0,-0.569242424,58.60013576
2026-01-05 05:45:00+00:00,421.6,0,0,20,15.1,0,-0.602,58.1052381
2026-01-05 05:50:00+00:00,420.425,0,0,20,15.1,0,-0.71175,58.27363636
2026-01-05 05:55:00+00:00,421.4,0,0,20,15.1,0,-0.92375,57.79813527
2026-01-05 06:00:00+00:00,422,0,0,20,15.1,0,-1.011111111,58.47666667
2026-01-05 06:05:00+00:00,422.1396104,0,0,20,15.1,0,-0.847222222,58.28695652
2026-01-05 06:10:00+00:00,422,0,0,20,15.1,0,-1.133333333,57.92127273
2026-01-05 06:15:00+00:00,422.0705882,0,0,20,15.1,0,-1.946104118,58.27844644
2026-01-05 06:20:00+00:00,425,0,0,20,15.1,0,-1.7075,58.14925464
2026-01-05 06:25:00+00:00,426.75,0,0,20,15.1,0,-1.636,58.94388235
2026-01-05 06:30:00+00:00,433.3333333,0,5.176285714,20,15.1,0,-1.295,58.805
2026-01-05 06:35:00+00:00,434.4666667,0,25.9458,20,15.06,0,-1.15,58.15685714
2026-01-05 06:40:00+00:00,436.0785714,6.688888889,26.42466667,20,15.065,0,-1.2564,57.5877451
2026-01-05 06:45:00+00:00,436.8714286,44.95751553,25.74653968,20,20.07833333,0,-1.190888889,55.64277922
2026-01-05 06:50:00+00:00,437.8,44.1747479,24.0812224,20,24.6,0,-0.127552448,54.80800983
2026-01-05 06:55:00+00:00,441.0181818,49.93181818,23.00285714,20,24.95828571,0,1.941136364,56.15894737
2026-01-05 07:00:00+00:00,441.7916667,49.90178571,23.07780749,20,24.68285714,0,2.079545455,57.21773729
2026-01-05 07:05:00+00:00,441,49.11212121,22.90444444,19.90545455,23.22,0.019531773,2.11015873,58.59908425
2026-01-05 07:10:00+00:00,442.6666667,51.43448276,23.14671429,19.818,22.08,0.093928571,2.08830303,58.44528139
2026-01-05 07:15:00+00:00,450.6,50.5030303,23.39896429,19.8,21.99333333,0.212484211,1.691428571,58.34933333
2026-01-05 07:20:00+00:00,462.2,51.85333333,23.57753889,19.78909091,22.9,0.424,1.5875,56.37837321
2026-01-05 07:25:00+00:00,472.0880952,50.54736842,23.40677857,19.70860806,23.43333333,0.700581053,1.663076923,55.45927459
2026-01-05 07:30:00+00:00,476.1757143,50.57242683,23.40741796,19.7,23.78603175,0.869900041,1.64437296,56.19653508
2026-01-05 07:35:00+00:00,480.6666667,49.45904586,23.46792727,19.7,23.41563636,1.57507398,1.526,56.63115966
2026-01-05 07:40:00+00:00,491.7717172,50.38741259,23.73444755,19.7,22.48,2.688898785,1.111666667,56.253
2026-01-05 07:45:00+00:00,498.28,49.92789474,24.06228571,19.7,22.13,3.657166474,0.811111111,56.41136264
2026-01-05 07:50:00+00:00,504.25,49.83035714,24.325,19.61826923,22.55,4.609712538,0.646111111,57.70833333
2026-01-05 07:55:00+00:00,508.1298701,50.33222734,24.62544589,19.67612903,22.796,5.568326267,0.526153846,56.72925499
2026-01-05 08:00:00+00:00,509.8222222,50.799311,24.97311111,19.60545455,23.16666667,7.204203636,0.077121212,56.31826279
2026-01-05 08:05:00+00:00,516.9393939,49.80588235,24.8509899,19.66631579,23.23,8.462019608,0.165444444,56.05004785
2026-01-05 08:10:00+00:00,538.8027778,50.66736842,24.72912308,19.7,23.09771429,9.730732057,0.198571429,60.25490043
2026-01-05 08:15:00+00:00,591.3,50.87272727,24.72145,19.7,23.08,11.12571429,0.3245,60.08155844
2026-01-05 08:20:00+00:00,585,50.94,24.7076,19.78891775,23.2,12.12150033,0.3324,61.73684848
2026-01-05 08:25:00+00:00,617.925,47.9369697,24.74989899,20.04609407,23.38,13.36788889,0.138,56.8560927
2026-01-05 08:30:00+00:00,636.7619048,49.61,24.78626667,20.013,23.18,14.59,0.29,56.38896552
2026-01-05 08:35:00+00:00,646.2666667,50.56254181,24.79666667,20.08712121,22.89142857,47.43070903,0.215,58.16015152
2026-01-05 08:40:00+00:00,655.5635211,49.90779388,24.7165585,20.14345633,22.67156566,40.82414851,0.290736485,58.08462987
2026-01-05 08:45:00+00:00,640.4722222,49.78787879,24.4,20.1025,22.5775,22.53717105,0.6,57.41184211
2026-01-05 08:50:00+00:00,627.4,49.37777778,24.52666667,19.97052632,22.78,24.7772381,0.6,57.61681818
2026-01-05 08:55:00+00:00,597.9666667,48.52,24.46086667,19.9,22.96666667,28.42451579,0.527333333,57.37589474
2026-01-05 09:00:00+00:00,575.7986014,48.43636364,24.2696,19.95501144,23.14,44.49576623,0.726666667,58.61355311
2026-01-05 09:05:00+00:00,551.8142857,51.14162679,23.93210256,20,23.17666667,94.6716933,1.109047619,56.49681818
2026-01-05 09:10:00+00:00,545.3666667,51.46153846,23.53693333,20.07285714,23.06666667,94.30726703,1.427,56.6062987
2026-01-05 09:15:00+00:00,537.1333333,51.30526316,23.3771746,20.1,22.9,65.22166667,1.73335,55.86680162
2026-01-05 09:20:00+00:00,542.5840909,51.15714286,23.18103333,20.17436364,22.887,51.74005882,1.500533333,55.89333333
2026-01-05 09:25:00+00:00,540.0666667,51.96754386,23.14505495,20.2416,22.9,105.4205088,1.54215,55.48841818
2026-01-05 09:30:00+00:00,540.0805556,51.85933014,22.96262626,20.3,22.92,125.0997133,1.984207792,55.60076923
2026-01-05 09:35:00+00:00,542.8614035,51.37878788,22.98902512,20.3,23,113.9939741,1.953333333,55.66316288
2026-01-05 09:40:00+00:00,547.6444444,52.07165775,23.3178,20.3,23,125.1154545,1.833333333,56.00411765
2026-01-05 09:45:00+00:00,554.5333333,52,23.30876667,20.3,23.2,149.5782644,1.7355,56.1
2026-01-05 09:50:00+00:00,557.4734615,51.76916409,23.71207071,20.25466667,23.2,86.04389305,1.211666667,56.43
2026-01-05 09:55:00+00:00,557.25,51.96666667,23.69542857,20.2,23.11666667,65.65897619,1.266,56.56188811
2026-01-05 10:00:00+00:00,556,53,23.4,20.2,23.1,53.66257668,1.676476191,56.71397727
2026-01-05 10:05:00+00:00,567,53.38333333,23.45454545,20.2,23.02,33.7878,1.6,56.27
2026-01-05 10:10:00+00:00,576.9076923,52.88734336,23.59439286,20.2,23,37.40906765,1.411992807,56.13885057
2026-01-05 10:15:00+00:00,581.5638889,52.43444755,23.86936825,20.24428571,23,41.55438191,1.099428571,55.45656566
2026-01-05 10:20:00+00:00,581.7362637,52.85655172,23.93686275,20.3,23,40.66122586,1.016,58.09
2026-01-05 10:25:00+00:00,589.6,51.62,24.0775,20.3,23,38.86238889,0.941587302,57.90722222
2026-01-05 10:30:00+00:00,591.8361905,52.00702087,23.76679167,20.3,23.01738095,39.39255134,1.287751832,57.21695089
2026-01-05 10:35:00+00:00,592.5,51.75016722,23.71166667,20.34083333,23.19,35.85669444,1.5,56.006206
2026-01-05 10:40:00+00:00,594.62,54.30818182,23.63357143,20.4,23.3,37.29956663,1.530904762,56.7302201
2026-01-05 10:45:00+00:00,587.1153846,55.91129032,23.51421875,20.4,23.25833333,40.69788561,1.5,56.33707248
2026-01-05 10:50:00+00:00,588.61,52.05142857,23.67130769,20.42206897,23.10666667,43.04211201,1.44,56.29144796
2026-01-05 10:55:00+00:00,597.8444444,52.61818182,22.98644444,20.5,23,44.69334175,2.0375,56.74388715
2026-01-05 11:00:00+00:00,594.2222222,53.38571429,22.84859341,20.5275,22.94,43.37158333,1.998095238,55.67560224
2026-01-05 11:05:00+00:00,589.6055556,52.51363636,22.91196825,20.6,22.9,42.21589394,2.106666667,56.48506266
2026-01-05 11:10:00+00:00,576.5428571,54.33447205,22.79970833,20.6,22.9,44.36929091,2.20968254,55.36451178
2026-01-05 11:15:00+00:00,568.725,50.38245614,23.0175,20.6,22.85,49.87652632,1.898166667,56.66175439
2026-01-05 11:20:00+00:00,560.0758929,50.25599669,23.5325,20.6,22.8,55.55316551,1.706060606,56.77593466
2026-01-05 11:25:00+00:00,551.86,52.65837037,24.08330303,20.6,22.8,60.13783117,1.5,56.3997619
2026-01-05 11:30:00+00:00,544.3142857,52.55,24.20347222,20.6,22.925,72.78816667,0.905714286,58.03833333
2026-01-05 11:35:00+00:00,541.8083333,52.395671,23.94412821,20.61904762,23.08,74.96906952,1.395,57.54142857
2026-01-05 11:40:00+00:00,541.075,50.28325123,23.73152381,20.69214286,23.2,73.08994108,1.225261905,56.60092939
2026-01-05 11:45:00+00:00,541.835,51,23.72974026,20.62776224,23.2,67.45077273,1.134857143,57.12863636
2026-01-05 11:50:00+00:00,547.25,51.14583333,23.38861111,20.7,23.175,59.63502165,1.7,56.39615385
2026-01-05 11:55:00+00:00,553.2207792,51.17166667,23.57422727,20.7,23.1,57.96902,1.4386,55.97268826
2026-01-05 12:00:00+00:00,557,48.03125,23.80111111,20.700625,23.2,60.1309375,1,56.36169192
2026-01-05 12:05:00+00:00,558.4307692,52.04208145,23.45784615,20.78228571,22.95142857,78.00111574,1.436363636,56.70894505
2026-01-05 12:10:00+00:00,580.1038961,52.84985337,23.11169643,20.8048,22.72666667,74.0901443,1.732424242,56.45199173
2026-01-05 12:15:00+00:00,581.218254,51.91666667,23.54675,20.93636364,22.7,55.636713,1.818,55.92424646
2026-01-05 12:20:00+00:00,589.5982143,51.8875,23.766875,21.09544534,22.9,47.59142035,1.355,57.054
2026-01-05 12:25:00+00:00,624.5333333,49.5826087,24.145,20.9352,22.9,46.24891667,0.88,58.24804196
2026-01-05 12:30:00+00:00,578.76,51.92307692,24,20.9,23,44.90554167,0.992,57.01867647
2026-01-05 12:35:00+00:00,580.4888889,52.02,24.05633766,20.9,23.07857143,46.15418462,0.909644444,57.10153846
2026-01-05 12:40:00+00:00,571.0285714,52.04166667,23.63255,20.9,23.2,49.01093045,1.3752,56.497
2026-01-05 12:45:00+00:00,566.5519814,51.610874,23.34756044,20.9,23.2,48.35186488,1.616545455,56.34552648
2026-01-05 12:50:00+00:00,561,52.91601732,23.12114286,20.9,23.2,52.53411905,1.898333333,55.04545455
2026-01-05 12:55:00+00:00,560.4583333,52.7789434,23.11460606,20.9,23.2,53.83125791,1.890625,55.03588972
2026-01-05 13:00:00+00:00,586.3428571,51.32727273,23.195,20.9,22.96,41.85235909,1.752,56.18981818
2026-01-05 13:05:00+00:00,792.8,124.28,23.3698,21.098,22.76,33.804,1.625,53.89533333
2026-01-05 13:10:00+00:00,823,126.0235294,23.4,21.36333333,22.7,33.83985621,1.81215,55.50266667
2026-01-05 13:15:00+00:00,843.1206349,148.8523077,23.98075,21.42296651,22.7,38.2623812,1.195,54.00887081
2026-01-05 13:20:00+00:00,845.8,157.4062745,23.602,21.57555556,22.86,33.91039316,1.79225,56.16244344
2026-01-05 13:25:00+00:00,855.8928571,153.1375495,22.8128254,21.69833333,22.94,30.97310577,1.983,56.32
2026-01-05 13:30:00+00:00,922.984127,185.4919786,22.78380952,21.77070707,23.155,24.85490575,2.022222222,56.815
2026-01-05 13:35:00+00:00,903,175.6421535,22.57538462,21.85289474,23.26,23.00350956,2.46,57.01814762
2026-01-05 13:40:00+00:00,864.8191558,165.9555343,22.93090909,21.89737069,23.24,21.84615871,2.12,57.14660201
2026-01-05 13:45:00+00:00,858.8,164.8492087,22.96,21.96421053,23.04,20.12006235,1.926666667,56.96586081
2026-01-05 13:50:00+00:00,866.6666667,165.5078095,22.66533333,22,23,19.50004777,2.312380952,52.83293473
2026-01-05 13:55:00+00:00,857.58,160.2026958,23.08411364,22.07707071,23,17.10060627,1.958666667,54.76034837
2026-01-05 14:00:00+00:00,861.3076923,160.7165697,23.51480519,22.14978776,23.1,15.1705,1.388,56.28048951
2026-01-05 14:05:00+00:00,822.6666667,151.0833333,23.63566667,21.96833333,23.1,13.55454633,1.36,56.67440191
2026-01-05 14:10:00+00:00,772.4588235,134.4933333,23.51619048,21.9,22.997,11.61498718,1.485714286,56.68955873
2026-01-05 14:15:00+00:00,720,111.7358561,23.50984615,21.9,22.9,9.844286399,1.456,56.38372205
2026-01-05 14:20:00+00:00,740.1321429,81.103125,23.91770202,21.9,22.9,8.830555556,1.05,55.88555556
2026-01-05 14:25:00+00:00,740.8380952,75.21666667,23.95418182,21.9,22.92,8.605961988,1.16,54.8
2026-01-05 14:30:00+00:00,733.6111111,78.18181818,24.21444444,21.9,22.96666667,7.020538462,0.773142857,54.95833333
2026-01-05 14:35:00+00:00,729.1666667,72.76951872,24.359375,21.9,22.9,5.670727273,0.625933333,56.3277381
2026-01-05 14:40:00+00:00,754.5328571,77.51287879,24.25684343,21.9,22.81666667,4.405674901,0.709214286,57.05019568
2026-01-05 14:45:00+00:00,759.3333333,85.92362637,24.14666667,22.00227273,23.05,3.129809524,0.834,56.61469697
2026-01-05 14:50:00+00:00,754.3502595,87.23973856,24.11976559,22.06896651,23.2,2.388803175,0.875384615,56.94507937
2026-01-05 14:55:00+00:00,754.5852632,90.87903509,24.02652381,21.81854276,23.18,1.696571212,0.81625,56.13530808
2026-01-05 15:00:00+00:00,691.1404762,60.9047619,18.66722129,21.63272727,23.10222222,1.024545455,2.152285714,57.43636364
2026-01-05 15:05:00+00:00,639.7957143,47.43534429,7.983477634,21.54412121,23.19722222,0.61826087,2.952285714,60.99730159
2026-01-05 15:10:00+00:00,593.6805556,47.2875,0.100730769,21.5,23.6,0.355,3.225,54.95416667
2026-01-05 15:15:00+00:00,567,48,0,21.5,23.6,0.168333333,3.23,55.7072807
2026-01-05 15:20:00+00:00,551.0888889,47.61777778,0,21.41555556,23.06666667,0.06,3.1,53.43105882
2026-01-05 15:25:00+00:00,522.43,47.19444444,0,21.3,22.48,0,3.04,53.76189514
2026-01-05 15:30:00+00:00,509.4833333,47.37070707,0,21.259,22.2,0,3.124,55.01178947
2026-01-05 15:35:00+00:00,498.8,47.97333333,0,21.2,22.6,0,3.118285714,54.48526316
2026-01-05 15:40:00+00:00,492.6613636,47.25567766,0,21.2,23.2,0,2.82,53.53666667
2026-01-05 15:45:00+00:00,485.52,47.62417582,0,21.16142857,23.26666667,0,2.66,53.516
2026-01-05 15:50:00+00:00,479.5428571,47.41818182,0,21.1,23.36666667,0,2.26,54.86933333
2026-01-05 15:55:00+00:00,477.6,48,0,21.07334737,23.03333333,0,1.68,55.70153846
2026-01-05 16:00:00+00:00,474.8540404,48.1562963,0,21,22.9,0,2.266666667,56.77603175
2026-01-05 16:05:00+00:00,472.7524038,48.37433155,0,20.99411765,22.9,0,2.571071429,57.53382353
2026-01-05 16:10:00+00:00,472.24,47,0,20.9,22.98,0,3.244,56.47818182
2026-01-05 16:15:00+00:00,471.0984127,47,0,20.86909091,23.16,0,2.033050505,56.35151515
2026-01-05 16:20:00+00:00,465.4,47,0,20.8,23.18,0,0.6716,56.1241958
2026-01-05 16:25:00+00:00,469.9692308,47.13586207,0,20.8,23.06,0,-0.195324675,56.42703704
2026-01-05 16:30:00+00:00,468.0321429,47.39619048,0,20.8,22.876,0,-0.548,57.60430303
2026-01-05 16:35:00+00:00,466.6587302,47.80666667,0,20.77733333,22.8,0,-0.79757265,58.14311111
2026-01-05 16:40:00+00:00,465.0363636,47.00952381,0,20.7,22.87,0,-0.721034632,57.82295108
2026-01-05 16:45:00+00:00,464.9292308,47.15578947,0,20.7,23.1,0,-0.522,58.00722611
2026-01-05 16:50:00+00:00,464.5047619,47.46414918,0,20.67363636,23.2,0,-0.632272727,58.28136364
2026-01-05 16:55:00+00:00,462.7833333,46.23876101,0,20.6,23.14333333,0,-0.7158,58.13166667
2026-01-05 17:00:00+00:00,461.957265,47.15833333,0,20.6,22.9875,0,-0.812964286,58.6882107
2026-01-05 17:05:00+00:00,460.17,47.1,0,20.59,22.88,0,-0.706,59.42411765
2026-01-05 17:10:00+00:00,459.07,47.8375,0,20.50625,22.8,0,-0.7,59.99143813
2026-01-05 17:15:00+00:00,458.5511111,47.89230769,0,20.5,22.975,0,-0.72,59.97684211
2026-01-05 17:20:00+00:00,456,47.17142857,0,20.5,23.2,0,-0.766666667,58.15672892
2026-01-05 17:25:00+00:00,454.09,46.06,0,20.48545455,23.2,0,-0.78,56.42659341
2026-01-05 17:30:00+00:00,454.0671329,46.0792381,0,20.40507937,23.2,0,-0.768333333,56.7642328
2026-01-05 17:35:00+00:00,453.15,47.88333333,0,20.40181818,22.9,0,0.82,57.76433333
2026-01-05 17:40:00+00:00,453.2775641,47.83792125,0,20.46047537,22.64466667,0,1.248923077,58.37751781
2026-01-05 17:45:00+00:00,450.7142857,47.79636364,0,20.5,22.525,0,0.6636,56.88545455
2026-01-05 17:50:00+00:00,449.8181818,48.46969697,0,20.5,22.7,0,0.649583333,57.11493056
2026-01-05 17:55:00+00:00,449.8428571,47.37626263,0,20.5,23.07777778,0,0.654,57.06592007
2026-01-05 18:00:00+00:00,452.0349206,47.02860792,0,20.5,23.4,0,1.038,57.2842963
2026-01-05 18:05:00+00:00,452.1489899,46.86247619,0,20.5,23.34666667,0,1.502285714,57.14340521
2026-01-05 18:10:00+00:00,450.975,46.11820728,0,20.5,22.825,0,1.2625,56.18512586
2026-01-05 18:15:00+00:00,448.6,47.0265175,0,20.41862069,22.57607143,0,0.94,55.8505665
2026-01-05 18:20:00+00:00,452.45,47.13272727,0,20.4,22.55,0,0.660606061,56.58814286
2026-01-05 18:25:00+00:00,451.1142857,47.68073871,0,20.4,22.79442857,0,0.394285714,58.12821053
2026-01-05 18:30:00+00:00,452.53,47.2226087,0,20.31809524,23.24583333,0,0.952866667,58.6452381
2026-01-05 18:35:00+00:00,452.8777778,48.16667967,0,20.3,23.41666667,0,1.50041218,58.50955556
2026-01-05 18:40:00+00:00,452.0120491,48.98569697,0,20.3,23.42833333,0,1.761260504,55.66304167
2026-01-05 18:45:00+00:00,453,50.95,0,20.3,23.025,0,1.1,55.64816176
2026-01-05 18:50:00+00:00,452.98,50.94666667,0,20.3,22.74,0,0.924761905,55.31904306
2026-01-05 18:55:00+00:00,452.8384227,50.24338283,0,20.3,22.5,0,0.9,55.36563942
2026-01-05 19:00:00+00:00,453.2558242,50.52512821,0,20.37661172,22.54,0,0.98,56.48578755
2026-01-05 19:05:00+00:00,450.6971429,50.43204545,0,20.4,22.95,0,1.142285714,58.16128342
2026-01-05 19:10:00+00:00,449.4666667,50.09944056,0,20.36606043,23.296,0,0.55,58.5540038
2026-01-05 19:15:00+00:00,451.6444444,49.984,0,20.3,23.6,0,-0.025,59.06
2026-01-05 19:20:00+00:00,451.515,49.62272727,0,20.3,23.44,0,-0.281460318,59.04571429
2026-01-05 19:25:00+00:00,451.4666667,50.10461538,0,20.2227193,22.97,0,-0.4,58.31157895
2026-01-05 19:30:00+00:00,452.6,49.91428571,0,20.2,22.57833333,0,-0.402,57.15474057
2026-01-05 19:35:00+00:00,451.4,50.52631579,0,20.2,22.4,0,-0.5,56.56333333
2026-01-05 19:40:00+00:00,449.1278571,50.885,0,20.2,22.72666667,0,-0.5095,56.14344156
2026-01-05 19:45:00+00:00,447.5714286,50.76884211,0,20.2,23.1,0,-0.4769,55.54948761
2026-01-05 19:50:00+00:00,447.8,50.49230769,0,20.2,23.4,0,-0.44,55.42015152
2026-01-05 19:55:00+00:00,448,49.59130435,0,20.2,23.3,0,-0.4,57.09584541
2026-01-05 20:00:00+00:00,445.9166667,19.6,0,20.2,22.876,0,-0.32,58.78
2026-01-05 20:05:00+00:00,446.8,0,0,20.24875,22.57,0,-0.3845,59.35388889
2026-01-05 20:10:00+00:00,448.5333333,0,0,20.3,22.3,0,-0.4375,60.65254701
2026-01-05 20:15:00+00:00,449.2,0,0,20.24166667,22.26,0,-0.595959596,62.66334169
2026-01-05 20:20:00+00:00,450,0,0,20.2,22.11875,0,-0.6,61.2268
2026-01-05 20:25:00+00:00,450,0,0,20.2,22.012,0,-0.632,57.84715686
2026-01-05 20:30:00+00:00,450,0,0,20.2,21.8,0,-0.630902778,57.79983766
2026-01-05 20:35:00+00:00,449.9866667,0,0,20.2,21.75933333,0,-0.585637363,57.9420544
2026-01-05 20:40:00+00:00,449.075817,0,0,20.2,21.54666667,0,-0.596545455,57.91039627
2026-01-05 20:45:00+00:00,448.5460317,0,0,20.2,21.26,0,-0.6005,59.56089474
2026-01-05 20:50:00+00:00,450.2571429,0,0,20.23846154,20.9,0,-0.534,55.38273504
2026-01-05 20:55:00+00:00,450.5,0,0,20.26,20.44,0,-0.6,50.00043956
