,R05_07_N_CO201,R05_07_N_FCI01_1,R05_07_N_TRU01,R05_07_V_CO201,R05_07_V_FCI01_1,R05_07_V_TRU01,HTRK_VEN01_TI01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_RAD03_TF01,R05_07_N_MVV01,R05_07_V_MVV01
2025-06-05 00:15:00+00:00,490.2849743,100.6227996,22.00666667,491.0479678,203.6888148,22.13333333,12.30538721,16.34540909,0,-10.99812121,11.05687879,38.95443862,0,0
2025-06-05 00:30:00+00:00,491.1080506,82.49475709,22.04,492.1787706,162.0617542,22.04,12.1,19.93632275,0,-10.32295238,10.51361046,39.37107726,0,0
2025-06-05 00:45:00+00:00,490.1047619,197.3369181,22.08928571,490.9037936,60.8060879,22,12.00714286,23.2367517,0,-9.559030612,10.13469388,39.719427,0,0
2025-06-05 01:00:00+00:00,490.2831169,120.0075758,22.09545455,490.6597122,62.96594671,22,11.9,26.31363636,0,-8.722727273,10.04613636,39.98181818,0,0
2025-06-05 01:15:00+00:00,490.2722222,148.0510582,22.06538462,489.6158096,63.21063973,22,11.74615385,30.14339683,0,-7.6,9.804031746,40.05577778,0,0
2025-06-05 01:30:00+00:00,491.420471,175.1793651,21.99595238,490.5320533,64.38095475,21.97333333,11.6,33.24714286,0,-6.503968254,9.692857143,40.47252747,0,0
2025-06-05 01:45:00+00:00,491.9304502,132.2279762,22.01611111,490.5172766,62.24259259,21.912,11.53571429,36.56539683,0,-5.253333333,9.625555556,40.83277778,0,0
2025-06-05 02:00:00+00:00,490.5068736,107.3571429,21.95897436,490.8968254,66.06055142,21.9,11.5,39.66751701,0.073809524,-4.020238095,9.698928571,40.32559524,8.159224663,7.589839282
2025-06-05 02:15:00+00:00,490.4540036,76.72558746,22.03076923,491.3764382,65.53970774,21.9,11.5,42.63685859,0.405332766,-2.640747475,9.700285714,40.24071429,8.988866963,10.28351057
2025-06-05 02:30:00+00:00,490.5393517,65.67269132,22.00227273,489.3542877,64.96338091,21.9,11.63316017,45.67003663,1.233500708,-1.197802198,9.788378852,40.53450589,9.226366071,12.07029542
2025-06-05 02:45:00+00:00,488.6876954,63.51809487,22.03055556,488.9994048,60.4110128,21.89888889,11.86288889,49.20274603,4.023531746,0.496436508,10.01498095,38.84074074,8.461376984,13.86041111
2025-06-05 03:00:00+00:00,487.9390251,46.47136752,21.99722222,489.1206628,46.36115541,21.82533333,14.34833333,52.35409524,9.530078947,2.168428571,10.1292,39.72714286,8.621925926,17.19126316
2025-06-05 03:15:00+00:00,489.2243072,63.70581075,22,489.5151517,63.36863402,21.8,19.97253358,54.81636399,16.17816793,3.612220161,10.17010829,39.92749224,8.64,19.69808336
2025-06-05 03:30:00+00:00,488.148803,63.03927323,22.03571429,488.2983372,63.94568876,21.8,19.34464286,58.18197279,29.124721,5.601743197,10.20021429,39.97369615,8.305605263,23.83799755
2025-06-05 03:45:00+00:00,487.2333911,63.80777778,22.1,487.1670034,63.60183502,21.88388889,18.55650794,61.15111111,44.67336833,7.492142857,10.29428571,39.9,6.513735703,26.47616451
2025-06-05 04:00:00+00:00,487.2818337,64.11332723,22.12,486.7868529,63.57275819,21.98206349,19.24927249,64.05166667,62.43161345,9.357259259,10.41022857,39.70273401,4.621388152,26.8901986
2025-06-05 04:15:00+00:00,486.5018398,63.48755411,22.21428571,486.9361498,63.67118836,22.05857143,18.98285714,67.10547619,80.29701888,11.38488095,10.51153571,39.32777778,1.172698151,26.22962435
2025-06-05 04:30:00+00:00,485.8403867,63.53673977,22.3,486.0693023,63.8412987,22.12133333,19.00666667,69.92738889,108.411413,13.35093098,10.77954561,39.04928571,0,24.25010179
2025-06-05 04:45:00+00:00,484.762396,63.75741239,22.4,486.604268,62.73682018,22.2,19.27857143,72.35632035,140.444227,15.06244589,10.94099284,39.19662338,0,20.88459861
2025-06-05 05:00:00+00:00,483.2392802,64.32623297,22.4,484.5333494,62.26140952,22.2,19.3015873,75.83066952,163.2784122,17.46011905,11.50975092,38.74444444,0,17.2187904
2025-06-05 05:15:00+00:00,482.1938798,63.71227324,22.4,484.4092365,61.27486067,22.22142857,19.39401709,78.7101136,142.4156108,19.51327381,11.97559524,38.36662415,0,13.47786571
2025-06-05 05:30:00+00:00,479.8712768,63.44944685,22.4,482.3760476,61.55959902,22.27119048,19.15555556,81.54017749,139.993785,21.53184848,12.2254697,37.97466667,0,9.074128801
2025-06-05 05:45:00+00:00,478.6148699,63.80955988,22.4,479.9025401,61.59469697,22.3,19.1,84.84444444,220.3546758,23.90022222,12.40419394,37.85790476,0,3.530646999
2025-06-05 06:00:00+00:00,478.0926549,60.73977015,22.45178571,478.0354029,60.955034,22.3,19.1,87.80418213,298.7179294,26.01226036,12.99535714,37.26833333,0,0.098456544
2025-06-05 06:15:00+00:00,476.7993773,60.88614478,22.5,476.7690425,61.2963059,22.3,19.1,90.70145936,265.8767486,28.01343939,13.49606147,36.59502646,0,0
2025-06-05 06:30:00+00:00,475.2826007,61.18632756,22.56428571,475.3873833,60.95535801,22.34285714,18.95,93.97047104,299.0939908,30.24631416,14.13794643,35.82643321,0,0
2025-06-05 06:45:00+00:00,474.4127355,60.49319902,22.6,474.9017897,61.15719156,22.4,18.72307692,97.22196759,341.2081856,32.41761875,14.28366667,35.80997669,0,0
2025-06-05 07:00:00+00:00,473.1043233,60.67780612,22.6,472.5966553,61.05605572,22.4,18.74166667,100.4360969,310.8003339,34.49420918,14.56301531,35.6555102,0,0
2025-06-05 07:15:00+00:00,472.259281,60.3047619,22.69333333,471.2012066,61.20054718,22.4,18.76533333,103.8307143,369.526905,36.55813492,15.10504497,35.49444444,0,0
2025-06-05 07:30:00+00:00,470.5251852,60.15828283,22.7,469.5991533,60.98962963,22.4,18.432,107.4540519,351.3812865,38.73542569,15.16393506,35.07333333,0,0
2025-06-05 07:45:00+00:00,468.5374278,59.79770408,22.7,468.0677406,60.51419414,22.4,18.25694444,111.302381,546.8259243,40.85757937,15.73373016,35.05816327,0,0
2025-06-05 08:00:00+00:00,466.7997475,60.11915751,22.7,467.420482,61.42350255,22.43630952,18.3,115.024127,546.0647188,42.76285714,16.56,34.83916667,0,0.002666667
2025-06-05 08:15:00+00:00,465.9512987,61.04285714,22.75714286,467.4082633,61.26190476,22.5,18.095,118.6335756,601.1803719,44.50389739,16.83625541,34.9,0,0
2025-06-05 08:30:00+00:00,465.7962306,59.94098584,22.8,465.7735055,61.36673292,22.5,17.85333333,122.9310034,629.1902303,46.42756734,17.07539394,34.88520147,0,0
2025-06-05 08:45:00+00:00,464.4661772,60.69550265,22.8,465.597619,61.12960928,22.5,17.65238095,127.7468254,517.4379167,48.32311111,17.22121296,34.84938889,0,0
2025-06-05 09:00:00+00:00,463.8346739,60.41886705,22.85006803,464.1011905,61.31565105,22.52363946,17.71285714,132.4096542,507.3593337,50.01730159,17.45770323,34.95402494,0,0
2025-06-05 09:15:00+00:00,463.4666667,60.99416047,22.9,462.6348822,61.04794529,22.53419913,17.45462585,137.267049,407.5011461,51.55583333,17.49730647,35.372,0,0.024431097
2025-06-05 09:30:00+00:00,461.8738426,60.61083549,22.9,463.2891162,60.52942255,22.6,17.47692308,142.2460098,243.6153542,52.93546202,17.02527855,35.28520408,0,0
2025-06-05 09:45:00+00:00,462.5042929,60.28425926,22.9,463.1195138,60.93655582,22.6,17.32051282,147.6853006,192.7995995,54.17807193,17.00005782,34.93179487,0,0
2025-06-05 10:00:00+00:00,463.5227372,60.78819352,22.9,462.5131183,61.18746188,22.6,17.33353175,153.2179356,645.9902064,55.27813972,17.25528454,34.96661565,0,0
2025-06-05 10:15:00+00:00,462.4917569,60.71862434,22.96666667,462.8731313,61.22773597,22.6,17.40527778,159.3514286,504.3595779,56.19164021,18.03377778,34.6537037,0,0
2025-06-05 10:30:00+00:00,461.250918,60.25140693,23,462.3972399,60.87223071,22.6,17.36622222,165.3719758,598.320211,56.84621083,18.00493395,34.69842593,0,0
2025-06-05 10:45:00+00:00,463.7103251,60.87047952,23,461.4664978,60.89980089,22.61802721,16.9297619,171.678239,732.6588274,57.29577149,17.79910354,34.95632653,0,0.017048666
2025-06-05 11:00:00+00:00,463.6765892,60.71012764,23.00074074,461.6376439,61.34971063,22.69333333,17.12177778,177.7713942,421.2096765,57.49904762,17.99291751,35.08143875,0,0.002074074
2025-06-05 11:15:00+00:00,464.1269874,60.17353896,23.03357143,461.6105442,62.11456081,22.7,16.91047619,184.132323,403.3594192,57.48323413,17.48736464,34.88101241,0,0
2025-06-05 11:30:00+00:00,464.6986941,60.19513228,23.09428571,462.7443808,60.80379277,22.72,17.38095238,189.9897314,702.5218824,57.22605698,17.56557143,34.62448196,0,0
2025-06-05 11:45:00+00:00,464.9645005,60.42606061,23.1,463.5627619,60.57323494,22.8,17.30555556,196.7536667,571.2709115,56.71118687,17.68081111,34.81035065,0,0
2025-06-05 12:00:00+00:00,464.666526,59.71201814,23.1,463.9142477,61.62624471,22.8,16.47928571,202.8614796,198.0046401,55.97359694,17.04122449,35.25714286,0,0
2025-06-05 12:15:00+00:00,464.4432245,60.58296296,23.1,463.7698947,61.48006799,22.8,16.17333333,208.7790741,246.1416743,55.05650794,17.03226455,35.21746032,0,0
2025-06-05 12:30:00+00:00,464.0911442,60.71349206,23.1,462.3423521,61.28242849,22.8,16.86190476,214.2561838,204.2340348,53.92750666,17.2872449,35.18265306,0,0
2025-06-05 12:45:00+00:00,463.7549741,60.65059524,23.1,463.2104699,60.89548139,22.8,17.10666667,219.2498519,211.5072521,52.73025926,17.79587205,35.33199134,0,0
2025-06-05 13:00:00+00:00,464.6559324,60.38727542,23.1,463.9223946,62.2785409,22.88269841,17.57802198,224.4485948,676.3792534,51.26462694,17.75596939,35.09821429,0,0
2025-06-05 13:15:00+00:00,463.7454966,61.27420677,23.17142857,462.8987374,61.52618472,22.9,17.20833333,229.2295873,289.9068247,49.6917963,17.58890342,34.876,0,0
2025-06-05 13:30:00+00:00,463.0745671,60.05714286,23.2,463.5034632,61.33501499,22.99285714,17.05238095,233.9454347,447.023326,47.95555968,17.44163187,35.26301587,0,0
2025-06-05 13:45:00+00:00,463.406052,60.29624705,23.23818519,462.0494373,61.28835368,23,17.07011905,237.8438215,214.2276297,46.33843098,17.26438148,35.34128205,0,0
2025-06-05 14:00:00+00:00,462.8578716,60.64579266,23.22214286,463.6993304,60.88010343,23.01785714,16.79380952,242.3960884,421.3552309,44.2776644,17.56162389,35.55974359,0,0
2025-06-05 14:15:00+00:00,464.7636021,60.85953937,23.3162963,463.5155271,60.90794896,23.13661376,17.52,246.3533333,530.535682,42.3384127,18.08406349,35.22707143,0,0
2025-06-05 14:30:00+00:00,463.9664029,61.26421958,23.395,462.3980723,61.25774014,23.15166667,16.76962963,250.0294901,197.4908665,40.3584608,18.00605013,35.39103896,0,0
2025-06-05 14:45:00+00:00,462.5147176,60.64763867,23.30142857,462.8900873,61.31401099,23.1,16.5725,253.8276276,171.2601458,38.2319898,18.21910714,35.2205504,0,0
2025-06-05 15:00:00+00:00,462.9872138,10.52261072,23.3,462.0753239,10.96071429,23.1,16.82,257.1508519,53.47930281,36.26905556,17.40994613,35.39925926,0,0
2025-06-05 15:15:00+00:00,463.168866,0,23.36488095,462.5576451,0,23.1,16.90142857,260.2775397,104.0187382,34.33007937,15.73321262,35.18561661,0,0
2025-06-05 15:30:00+00:00,462.3041889,0,23.4,461.9723144,0,23.1,16.99777778,263.9232554,195.1228337,31.9652381,15.15302564,34.86832251,0,0
2025-06-05 15:45:00+00:00,462.68472,0,23.4,461.7003676,0,23.10714286,17.15,267.0519643,195.6360811,29.86875,15.70053571,35.20714286,0,0
2025-06-05 16:00:00+00:00,460.4916402,0,23.4,461,0,23.25333333,17.22959184,270.2604615,377.3988346,27.65392308,16.34654103,35.2187265,0,0
2025-06-05 16:15:00+00:00,459.6019048,0,23.5,460.9941037,0,23.52177778,17.39333333,273.3486162,299.6623533,25.46633333,17.1505072,35.08,0,0
2025-06-05 16:30:00+00:00,458.4935,0,23.6,461.2025737,0,23.6,17.42410714,276.3545351,255.7011274,23.36143707,17.74603175,34.9902381,0,0
2025-06-05 16:45:00+00:00,458.006884,0,23.6,459.622655,0,23.63333333,17.58666667,279.3461111,251.1711431,21.22655556,17.54666667,34.76753535,0,0
2025-06-05 17:00:00+00:00,457.9492543,0,23.61428571,458.6454793,0,23.77142857,17.6125,282.1556524,240.4037308,19.20361987,17.78843128,34.72857143,0,0
2025-06-05 17:15:00+00:00,456.9262001,0,23.7,457.8747173,0,23.73333333,17.7475,285.1517139,75.81858604,17.08858584,16.88237912,35.2,0,0
2025-06-05 17:30:00+00:00,456.12021,0,23.67142857,457.0672696,0,23.62142857,17.8,288.0473214,42.60945773,15.02155612,16.22348214,34.81013605,0,0
2025-06-05 17:45:00+00:00,455.058538,0,23.6,456.5779325,0,23.56742761,17.86740741,290.6906301,33.25418708,13.19602666,15.75242771,34.73710062,0,0
2025-06-05 18:00:00+00:00,455.3262626,0,23.6,456.2755263,0,23.48095238,17.9,294.1056587,17.35761919,10.84989683,15.67126984,35.24681624,0,0
2025-06-05 18:15:00+00:00,453.7340667,0,23.55333333,455.4071099,0,23.4,17.9,296.7782601,12.77473981,9.101522463,15.51582189,34.99467893,0,0
2025-06-05 18:30:00+00:00,453.1892396,0,23.5,454.5700443,0,23.3604866,17.9,299.8324134,11.68488169,7.132817701,15.08118182,35,0,0
2025-06-05 18:45:00+00:00,454.117878,0,23.45994048,453.9921627,0,23.3,17.92214286,302.7784459,7.195895743,5.33512505,14.93571429,35,0,0
2025-06-05 19:00:00+00:00,452.8330159,0,23.4,453.6906924,0,23.24615385,18,305.6597483,4.65636134,3.593417001,14.97087831,35.13683761,0,0
2025-06-05 19:15:00+00:00,452.0706349,0,23.4,453.7283824,0,23.2,18.01634921,308.8941204,2.109226362,1.778558201,15.20334982,35.4,0,0
2025-06-05 19:30:00+00:00,451.3328144,0,23.4,452.4479788,0,23.12857143,18.1,311.8134253,1.326848967,0.244877345,15.51613276,35.4,0,0
2025-06-05 19:45:00+00:00,451.1191186,0,23.32468254,452.0545025,0,23.1,18.1,314.8427071,0.842909943,-1.222693936,15.4077314,35.40051282,0,0
2025-06-05 20:00:00+00:00,451.3496541,0,23.3,451.4955782,0,23.0807483,18.1,318.112122,0.206122449,-2.761411406,15.07868481,35.39402958,0,0
2025-06-05 20:15:00+00:00,449.8410256,0,23.24932984,450.7418088,0,23,18.1,321.1380113,0.014170041,-4.103289072,14.93273891,35.4,0,0
2025-06-05 20:30:00+00:00,448.9571429,0,23.2,449.6106502,0,23,18.02666667,324.6551182,0,-5.513142729,14.97098576,35.43333333,0,0
2025-06-05 20:45:00+00:00,447.9032265,0,23.15714286,448.795998,0,22.95714286,17.93492063,327.6732754,0,-6.628160801,14.79876348,35.36463274,0,0
2025-06-05 21:00:00+00:00,447.4970341,0,23.1,448.2629815,0,22.9,17.86666667,330.727517,0,-7.614192245,14.58802891,35.38547054,0,0
2025-06-05 21:15:00+00:00,446.5031919,0,23.1,447.9303394,0,22.9,17.68550757,334.3452321,0,-8.718836996,14.35493023,35.5,0,0
2025-06-05 21:30:00+00:00,447.4237887,0,23.1,448.2820491,0,22.9,17.54614815,337.7690411,0,-9.63014921,14.01917143,35.7452381,0,0
2025-06-05 21:45:00+00:00,445.2570973,0,23.05333333,446.61,0,22.80666667,17.38555556,341.0857659,0,-10.32083333,14.0083451,36.02088889,0,0
2025-06-05 22:00:00+00:00,445.6595775,0,23,446.0037594,0,22.8,17.24285714,344.740609,0,-11.0231283,13.95442368,36.07689076,0,0
2025-06-05 22:15:00+00:00,444,0,23,445.5109804,0,22.8,17.10878529,348.1625926,0,-11.53124183,13.9635614,36,0,0
2025-06-05 22:30:00+00:00,444.1749533,0,22.99090909,445.593361,0,22.75900794,16.92670635,351.583836,0,-11.90999598,13.90078571,36,0,0
2025-06-05 22:45:00+00:00,443.6750035,0,22.9,444.3974074,0,22.7,16.85305556,355.216564,0,-12.15417989,13.95237255,36.06603175,0,0
2025-06-05 23:00:00+00:00,442.4374201,0,22.9,444.9027056,0,22.7,16.7,291.70629,0,-12.3,13.76660991,36.16433862,0,0
2025-06-05 23:15:00+00:00,441.8776876,0,22.9,444.3309524,0,22.68690476,16.60354308,2.341007891,0,-12.27380952,13.51285496,36.13238324,0,0
2025-06-05 23:30:00+00:00,441.2554597,0,22.9,443.8468783,0,22.6,16.5,5.812891534,0,-12.12018519,13.33872149,36.6,0,0
2025-06-05 23:45:00+00:00,440.0981513,0,22.84574074,444.04278,0,22.6,16.34666667,9.492035816,0,-11.83676923,13.2150359,36.68296296,0,0
2025-06-06 00:00:00+00:00,438.9267989,0,22.8,441.7219534,0,22.6,16.20714286,12.8234188,0,-11.45729167,13.04079945,36.75042017,0,0
2025-06-06 00:15:00+00:00,439.3762343,0,22.8,441.6430159,0,22.6,16.15145455,16.43458874,0,-10.9,12.95447619,36.8,0,0
2025-06-06 00:30:00+00:00,439.1070528,0,22.8,441.9431014,0,22.6,16.01369048,19.59759435,0,-10.28602512,12.94115301,36.87416267,0,0
2025-06-06 00:45:00+00:00,439.402996,0,22.8,440.4471852,0,22.6,15.90984127,22.97208332,0,-9.522527088,12.87690844,36.82717949,0,0
2025-06-06 01:00:00+00:00,438.683664,0,22.71333333,440.1961905,0,22.51133333,15.78777778,26.64521775,0,-8.53832256,12.78327878,36.92957672,0,0
2025-06-06 01:15:00+00:00,437.708153,0,22.7,439.8660714,0,22.5,15.65714286,29.92101732,0,-7.544500579,12.74991837,37.4209985,0,0
2025-06-06 01:30:00+00:00,436.3758979,0,22.7,438.4023154,0,22.5,15.53214202,33.27338072,0,-6.391423586,13.04568698,37.26087915,0,0
2025-06-06 01:45:00+00:00,437.3463785,0,22.7,437.4760502,0,22.5,15.39080919,36.38898483,0,-5.225452647,13.04270957,36.74503436,0,0
2025-06-06 02:00:00+00:00,435.5176179,0,22.7,436.9772176,0,22.5,15.3,39.64746599,0.109494048,-3.886860007,12.57564626,37.46809411,1.900399093,2.833333333
2025-06-06 02:15:00+00:00,434.938153,0,22.65333333,436.1871189,0,22.43065934,15.16944444,42.95565758,0.819827358,-2.420346922,12.2645974,37.53665344,0.015834174,0
2025-06-06 02:30:00+00:00,433.9853175,0,22.60714286,435.3095238,0,22.4,15.1,45.96448413,2.82255102,-0.940079365,12.2,37.4843339,0,0
2025-06-06 02:45:00+00:00,435.1354601,0,22.6,435.7832297,0,22.4,15.1,47.89859731,5.839048779,0.006868052,12.2,37.62185832,0,0
2025-06-06 03:00:00+00:00,433.2590188,28.45514706,22.6,434.9656597,28.97402597,22.4,15.74690476,52.28526622,20.64847334,2.304005894,12.1830348,37.72828798,0,0
2025-06-06 03:15:00+00:00,437.0286706,63.55653718,22.6,437.2459627,63.53135145,22.4,18.20627511,55.14506323,26.8579789,3.930361991,12.93830769,37.73659341,0,0
2025-06-06 03:30:00+00:00,442.9302778,63.33305556,22.6,443.7406481,62.95160364,22.37732564,16.92001347,58.18519877,38.93744167,5.747299607,13.44119741,36.6198211,0,0.046383333
2025-06-06 03:45:00+00:00,448.840603,63.40734916,22.6,448.6254348,64.02901288,22.37141677,17.03155709,60.92491712,62.36145,7.49187053,13.98850443,36.12585854,0,0
2025-06-06 04:00:00+00:00,451.508249,62.76859782,22.6,452.205922,63.81683007,22.4,17.31876496,63.98914815,68.90989886,9.432772133,14.82418704,35.30361111,0,0
2025-06-06 04:15:00+00:00,454.1824178,62.99296066,22.6275,455.3303333,63.18813726,22.4,16.73793254,66.97644093,33.60899361,11.44015618,14.97702051,35.16557794,0,0
2025-06-06 04:30:00+00:00,474.5514722,62.95396619,22.67,458.1048794,63.76003711,22.4,17.06926771,69.90567633,24.75284952,13.42828695,14.61998413,35.22374768,0,0
2025-06-06 04:45:00+00:00,479.3833461,63.15758524,22.7,472.2006341,62.90896475,22.45466667,17.04015657,72.74722521,36.34824818,15.4170814,14.83109292,35.3525,0,0.009447619
2025-06-06 05:00:00+00:00,476.1670101,63.56565934,22.7,473.3132653,63.40097759,22.4,17.03839286,75.74702381,64.86927357,17.51785714,14.92209184,35.35625,0,0.00244898
2025-06-06 05:15:00+00:00,472.8866299,63.2394709,22.7,471.8711616,63.63409596,22.4,16.9131746,78.67431827,50.67670269,19.63438191,14.73631746,35.4,0,0
2025-06-06 05:30:00+00:00,472.1673718,63.03758418,22.7,471.4349144,63.82085022,22.4,16.96666667,81.69416667,41.20418728,21.79416667,14.3774,35.46484848,0,0
2025-06-06 05:45:00+00:00,471.0795177,63.81410256,22.7,470.8364968,63.46390789,22.4,16.99358974,84.67979409,45.97379987,23.91529915,14.0630641,35.77020147,0,0
2025-06-06 06:00:00+00:00,469.7463834,63.69513874,22.7,470.2853724,63.58139083,22.4,17.1015873,87.74766138,45.67861562,26.07994709,13.97442434,35.60996126,0,0
2025-06-06 06:15:00+00:00,469.8194389,63.32859977,22.7,470.9413781,62.95530213,22.4,17.2,90.70825732,58.44720027,28.14748892,14.00138889,36.17598312,0,0
2025-06-06 06:30:00+00:00,469.5747432,63.2655158,22.7,470.786282,63.84495026,22.4,17.10266667,93.90792796,74.01477619,30.33763248,14.29671111,36.14097741,0,0
2025-06-06 06:45:00+00:00,469.8292523,63.13545752,22.7,469.7715851,63.32216313,22.45171429,16.85333333,96.84374579,70.05022791,32.27851852,14.25322222,35.85938889,0,0
2025-06-06 07:00:00+00:00,469.7501917,62.90873085,22.7,470.3144065,63.90509465,22.5,17.08571429,100.3936002,42.35321785,34.59243197,14.21095408,35.59834416,0,0
2025-06-06 07:15:00+00:00,469.1460069,62.98771242,22.7,470.2956517,63.43152958,22.5,17.07995238,103.7904192,70.53338771,36.69196892,13.95390693,35.74011905,0,0
2025-06-06 07:30:00+00:00,469.2294926,62.96228375,22.7,470.2458845,63.05682783,22.5,16.91714286,107.3067602,85.2882724,38.74336735,13.91565051,35.86666667,0,0
2025-06-06 07:45:00+00:00,468.3880958,63.31281543,22.7,470.6153846,63.13673142,22.5,17.04,110.7132564,68.37630755,40.67192955,13.92468298,36.33809524,0,0
2025-06-06 08:00:00+00:00,467.4716669,63.56353624,22.7,469.8627914,62.89803106,22.5,17.09761905,114.796153,96.42655616,42.79585611,13.95259508,36.16263736,0,0
2025-06-06 08:15:00+00:00,468.2138573,63.20700855,22.7,469.2196248,64.38643907,22.5,16.96666667,118.8582778,76.91550943,44.73458301,13.97869157,36.09806061,0,0
2025-06-06 08:30:00+00:00,467.9124839,63.25015873,22.7,469.1205079,64.13603175,22.5,16.95333333,122.8666138,91.09503492,46.51497355,14.10074074,36.06666667,0,0
2025-06-06 08:45:00+00:00,466.536729,63.47973356,22.7,469.7173354,63.85663531,22.50204082,16.91734694,127.524504,69.26358711,48.38313492,14.27006708,36.02747253,0,0
2025-06-06 09:00:00+00:00,470.2520661,62.72727273,22.77272727,470.5527273,63.12004662,22.6,17.15454545,132.567741,116.2209862,50.21491342,14.73336219,35.43636364,0,0
2025-06-06 09:15:00+00:00,469.1823653,62.6381746,22.8,469.9295644,63.04265102,22.6,17.01266667,137.2798719,82.33147644,51.65873377,15.18504954,35.3,0,0
2025-06-06 09:30:00+00:00,468.3992533,63.21167621,22.8,468.4395112,62.99068957,22.6,16.92142857,142.2702381,480.8151374,53,15.78571429,35.0376461,0,0
2025-06-06 09:45:00+00:00,467.2001027,63.00916667,22.88,467.8826311,63.02952812,22.6,17.29777778,147.5057035,321.2771867,54.26000712,16.66606614,35.12983069,0,0
2025-06-06 10:00:00+00:00,466.7425618,62.84172336,22.9,467.3670123,63.03564783,22.68696145,17.16964286,152.9108329,418.2323755,55.30443136,16.53130473,35.38768295,0,0
2025-06-06 10:15:00+00:00,465.5424245,62.79541109,22.93616162,466.0173247,63.68633595,22.7,16.93571429,159.1018626,791.2321086,56.24732084,16.64685908,35.02977263,0,0
2025-06-06 10:30:00+00:00,464.5026246,63.72402435,23,465.2576331,63.6863309,22.7,17.26292517,165.3656566,821.1187654,56.955,17.32652365,35.4,0,0
2025-06-06 10:45:00+00:00,463.5017857,62.96460317,23,463.6227485,62.85912002,22.74,17.19033333,171.4214815,541.6265043,57.39144444,17.02914444,35.4,0,0
2025-06-06 11:00:00+00:00,462.6284847,62.80745098,23,462.6973492,63.8281791,22.71733333,16.62933333,177.9936243,176.9761071,57.60656085,16.28703704,35.31083333,0,0
2025-06-06 11:15:00+00:00,462.1511243,63.91572791,23,461.0640394,63.63154402,22.7,16.71493506,184.4247817,755.1280425,57.56928571,15.62683333,34.47589581,0,0
2025-06-06 11:30:00+00:00,459.9287831,64.4130882,23.01333333,460.2967725,63.10130284,22.74,17.34,190.5287783,459.8887645,57.33272727,16.54475136,34.6,0,0
2025-06-06 11:45:00+00:00,459.118254,62.8235094,23.1,459.3505592,58.58174603,22.8,16.97653061,196.5467136,380.7231195,56.86361111,15.74977701,34.72857143,0,0
2025-06-06 12:00:00+00:00,459.3586689,63.11342012,23.1,459.1532496,60.45423552,22.8,17.06518519,202.7288889,325.856167,56.12035714,16.24721111,35.28888889,0,0
2025-06-06 12:15:00+00:00,458.5606064,64.14537243,23.1,457.2976637,60.94189396,22.8,16.96902646,208.585746,319.3562648,55.18166667,16.27460047,35.32085185,0,0
2025-06-06 12:30:00+00:00,457.5059699,62.73717077,23.1,457.7440012,61.50588448,22.8,16.80612245,214.1831064,130.8431896,54.04986264,15.47233059,35.03200882,0,0
2025-06-06 12:45:00+00:00,457.4988145,63.38337135,23.1,457.6841749,60.62456973,22.8,16.8437037,219.4362511,296.3241015,52.76678788,14.73742191,34.54224415,0,0
2025-06-06 13:00:00+00:00,457.597619,63.81316065,23.1,457.5097181,61.11828449,22.8,17.09566327,224.4166667,411.5462579,51.37698413,15.4468254,36.15191327,0,0
2025-06-06 13:15:00+00:00,456.1636581,63.760349,23.16666667,456.8810685,61.67162785,22.88914286,17.26111111,229.3984444,360.8486411,49.72649573,15.77151111,35.89836111,0,0
2025-06-06 13:30:00+00:00,457.2975052,62.67515905,23.2,455.7000852,61.21949437,22.93452381,17.36880952,233.8576228,548.6459924,48.08891856,16.80896425,35.36308778,0,0
2025-06-06 13:45:00+00:00,455.9498326,63.09038605,23.2,455.1717462,61.0110015,23,17.385,238.1737912,248.9328222,46.3287037,16.43473932,35.41799471,0,0
2025-06-06 14:00:00+00:00,455.822182,9.730842491,23.24,456.3821918,7.737755331,23,17.01888889,242.5196498,189.8780891,44.34787879,16.22829091,36.81875661,0,0
2025-06-06 14:15:00+00:00,455.221955,0,23.3,454.8126951,0,23.05714286,17.04615385,246.4117063,476.9051776,42.42006803,16.38406888,34.64359127,0,0
2025-06-06 14:30:00+00:00,455.35312,0,23.36666667,454.9064732,0,23.1875,17.16666667,250.2321429,509.6245296,40.42987302,16.8649881,36.26417581,0,0
2025-06-06 14:45:00+00:00,453.7481055,0,23.40714286,454.8351648,0,23.36428571,17.34107143,253.7957383,452.2152743,38.44093637,16.27976791,34.64071359,0,0
2025-06-06 15:00:00+00:00,454.1357052,0,23.5,455.0187526,0,23.47333333,17.682,257.3090456,422.4899668,36.29402523,16.76957143,35.18116402,0,0
2025-06-06 15:15:00+00:00,452.5181631,0,23.5,453.5849567,0,23.49285714,17.96412698,260.6262566,198.9578985,34.21308939,16.54191558,36.2354355,0,0
2025-06-06 15:30:00+00:00,452.3004661,0,23.5,452.9184002,0,23.4,18.1,263.9597268,113.3453721,32.05757576,16.38881061,34.86898107,0,0
2025-06-06 15:45:00+00:00,451.2979798,0,23.5,451.7382353,0,23.328,18.08,266.7877094,71.65765903,30.16458888,16.06175238,34.72,0,0
2025-06-06 16:00:00+00:00,449.8942577,0,23.42346939,451.9248299,0,23.3,17.85714286,270.2876276,136.460162,27.7422619,15.77216837,34.79285714,0,0
