,R05_07_N_CO201,R05_07_N_FCI01_1,R05_07_N_TRU01,R05_07_V_CO201,R05_07_V_FCI01_1,R05_07_V_TRU01,HTRK_VEN01_TI01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01
2025-05-01 00:00:00+00:00,483.3388889,0.0,23.4,485.2006421,0.0,23.2,14.86266667,14.51682292,0.0,-18.80925926,11.14471667
2025-05-01 00:15:00+00:00,482.7508152,0.0,23.3484375,484.8298909,0.0,23.12386364,14.64902304,18.09544147,0.0,-18.25244093,11.11804496
2025-05-01 00:30:00+00:00,482.817003,0.0,23.3,484.015625,0.0,23.1,14.41785714,21.94564553,0.0,-17.478125,11.27933036
2025-05-01 00:45:00+00:00,481.2364168,0.0,23.3,483.6308857,0.0,23.1,14.18888889,25.67896401,0.0,-16.60058036,11.46003314
2025-05-01 01:00:00+00:00,480.4484392,0.0,23.27666667,482.5550807,0.0,23.04,13.95444444,29.33532738,0.0,-15.62706926,11.45238095
2025-05-01 01:15:00+00:00,481.3472126,0.0,23.225,481.6704455,0.0,23.0,13.80867063,32.54194712,0.0,-14.63098984,11.34624199
2025-05-01 01:30:00+00:00,479.4765067,0.0,23.2,482.069458,0.0,23.0,13.67020833,35.98815359,0.0,-13.4403612,11.20480903
2025-05-01 01:45:00+00:00,479.4301895,0.0,23.2,481.8995849,0.0,22.99270833,13.5140873,39.61409395,0.0,-12.09201007,11.27213507
2025-05-01 02:00:00+00:00,479.4413228,0.0,23.12666667,481.6107026,0.0,22.92564103,13.35407407,42.88419625,0.0,-10.68157744,11.04096441
2025-05-01 02:15:00+00:00,478.5178565,0.0,23.1,481.1250273,0.0,22.9,13.21197917,46.15172311,0.0,-9.206846105,10.766039
2025-05-01 02:30:00+00:00,477.5586411,0.0,23.1,480.9352679,0.0,22.9,13.13333333,49.72698909,0.0,-7.484305556,10.98922917
2025-05-01 02:45:00+00:00,477.5729873,0.0,23.04375,479.5514262,0.0,22.85130208,13.04375,52.8569281,0.0,-5.817083333,11.26891791
2025-05-01 03:00:00+00:00,477.1914253,39.52726018,23.0,479.3760787,38.50869351,22.8,13.09444444,56.04493651,0.184462626,-4.053333333,11.08552381
2025-05-01 03:15:00+00:00,476.8075497,60.20190952,23.0,479.6405791,61.09133112,22.8,17.85486111,59.01261259,1.070735454,-2.360869733,11.08472222
2025-05-01 03:30:00+00:00,480.4424107,60.21809608,23.0,484.0438305,60.53614806,22.8,16.99404762,62.40694444,4.755249783,-0.330902778,10.90762311
2025-05-01 03:45:00+00:00,482.8311111,60.11117216,22.90769231,486.9667502,60.92884716,22.79230769,16.29418803,65.65555556,14.85992839,1.643162393,11.27102564
2025-05-01 04:00:00+00:00,484.5070248,59.43753421,22.9,487.5605892,60.40933309,22.7,16.80939394,68.61136508,26.18622762,3.557142857,11.59809524
2025-05-01 04:15:00+00:00,486.0589986,59.62140307,22.87361111,489.4901316,61.07329751,22.7,17.36041667,71.55473641,61.56751052,5.470606303,11.64036458
2025-05-01 04:30:00+00:00,485.7188494,59.54431654,22.8,490.3664063,61.00987395,22.7,16.9493006,74.58733732,94.60687667,7.600235528,11.63561966
2025-05-01 04:45:00+00:00,487.6646938,59.47148526,22.8,491.2722503,60.76400759,22.7,16.88616071,77.71979458,112.8007912,9.742775974,11.80289773
2025-05-01 05:00:00+00:00,488.334927,59.42204132,22.8,490.4612436,60.7219056,22.7,17.00766667,80.62803419,144.0841928,11.73034188,12.00825397
2025-05-01 05:15:00+00:00,493.0644986,59.91327207,22.80625,493.3809,60.96890609,22.7,17.11458333,83.72513602,167.6826917,13.85008658,11.46183712
2025-05-01 05:30:00+00:00,509.8065657,59.55713805,22.8875,500.8907015,60.92953089,22.7,16.80625,86.7789736,196.5062678,16.06919795,11.45625
2025-05-01 05:45:00+00:00,506.8024872,59.81165669,22.9,503.7166661,61.19075707,22.71841518,16.77333333,89.83020563,228.7964191,18.23824743,11.85039778
2025-05-01 06:00:00+00:00,505.3877946,59.77130102,22.9,505.1051282,61.39089168,22.78666667,17.00111111,92.9234127,267.2518797,20.36253968,12.48554762
2025-05-01 06:15:00+00:00,506.2442766,59.773639,22.9,505.9404762,61.38813242,22.7875,17.0375,95.99535714,290.9819208,22.44876488,13.0775
