Unnamed: 0,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-04-03 08:00:00+00:00,534.89134615,169.033333325,23.1,131.0,416.01259155,30.75,14.675,16.975,23.85,23.425
2025-04-03 09:00:00+00:00,562.731643375,216.141666675,23.2,147.5,510.89688812500003,36.25,16.15,17.1,24.05,23.25
2025-04-03 10:00:00+00:00,551.1270833250001,260.133333325,23.175,165.75,570.026934525,39.75,17.5,16.975,23.8,22.924999999999997
2025-04-03 11:00:00+00:00,558.477272725,264.0,23.25,185.0,582.032638875,40.0,17.95,17.475,23.825,22.924999999999997
2025-04-03 12:00:00+00:00,655.7286325,266.583333325,23.525,204.0,549.402940475,37.75,17.7,17.15,24.075,23.25
2025-04-03 13:00:00+00:00,610.26501625,263.980952375,23.775,221.0,493.783279225,33.0,17.925,16.55,24.4,23.075000000000003
2025-04-03 14:00:00+00:00,518.416758225,264.466666675,24.225,237.125,394.317234875,26.75,17.85,16.975,24.325,23.25
2025-04-03 15:00:00+00:00,467.6,54.8916666675,24.85,251.0,272.81875,19.0,18.35,16.950000000000003,24.875,24.025
2025-04-03 16:00:00+00:00,451.0,53.0812728925,24.8,263.5,137.27499997500001,11.0,16.575,16.725,24.925,24.0
2025-04-03 17:00:00+00:00,445.0,52.4837121225,24.725,276.25,29.00055555575,3.0,14.25,17.0375,24.75,23.975
2025-04-03 18:00:00+00:00,449.041666675,1.25,24.625,288.75,0.25,-6.0,13.875,16.65,24.675,23.9
2025-04-03 19:00:00+00:00,445.5,0.0,24.475,302.25,0.0,-13.0,11.975,15.85,24.575,23.8
