Unnamed: 0,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-05-27 18:00:00+00:00,426.92381155,1.878342246,24.3528027375,297.909746175,24.772064315,6.9882146525,15.15397909,16.849384614999998,24.2829200625,23.8
2025-05-27 19:00:00+00:00,429.3275828,0.0,24.2725944275,310.06906355,2.17628412875,-0.11458035025000002,14.152873955,16.99423077,24.102719297500002,23.7875
2025-05-27 20:00:00+00:00,426.972134375,0.0,24.1821212125,322.35317299999997,0.0,-5.8274342602499996,13.8486191325,16.69547619,24.1102705625,23.7
2025-05-27 21:00:00+00:00,425.17984615,0.0,24.084940475,336.1528666,0.0,-10.34920869,13.275964915,16.163214285,24.0,23.624696970000002
2025-05-27 22:00:00+00:00,422.883346175,0.0,24.0,350.146096725,0.0,-12.87207265,12.86355513,15.7085299425,23.959120575,23.6
2025-05-27 23:00:00+00:00,421.424392125,0.0,23.9138492075,77.28682957699999,0.0,-13.307545795,11.7868671975,15.299814215,23.9,23.510714285
2025-05-28 00:00:00+00:00,418.541808725,0.0,23.846944445,18.288476879999997,0.0,-11.675307722500001,11.0924080925,15.259,23.8130303025,23.4638962975
2025-05-28 01:00:00+00:00,417.00392024999996,0.0,23.7910732325,32.039741882499996,0.0,-7.9858662245000005,10.6418943775,14.88768559,23.799570707500003,23.4
2025-05-28 02:00:00+00:00,415.59738275,0.0,23.7,45.1075340925,0.343299787,-2.62021578875,10.5681932925,14.52095238,23.7001666675,23.4
2025-05-28 03:00:00+00:00,415.89598205000004,39.1811439525,23.643928572500002,57.41699608,8.39691692725,3.9590337819999997,11.82108423,16.5410037875,23.6770925925,23.2950132275
2025-05-28 04:00:00+00:00,422.83012215,126.566817885,23.489705775,69.2714920625,17.876224677499998,11.59141335925,11.052980054999999,17.087734124999997,23.575172807500003,23.137337662500002
2025-05-28 05:00:00+00:00,431.82224007499997,239.39303435,23.2931256675,81.14751893,50.940597815000004,19.9211558725,11.96430518,17.0147513225,23.47458135,23.017166475
2025-05-28 06:00:00+00:00,473.554394875,267.51425704999997,23.098869015,93.3624763075,113.586136055,28.468254690000002,11.885365737499999,17.083849207500002,23.5805627725,23.0922107325
2025-05-28 07:00:00+00:00,528.021803625,268.94788189999997,23.257827380000002,106.739868825,223.0136706,36.913110445,12.3709828775,17.029113095,23.78877562,23.1917460325
2025-05-28 08:00:00+00:00,547.306590325,265.959224925,23.4751764225,121.993420575,202.93161865000002,44.666726255,12.958728885,16.923692307499998,23.9309567725,23.21804448
2025-05-28 09:00:00+00:00,505.444557125,268.0092754,23.431959145,140.903983025,296.5717814,51.28471594,14.414871402500001,17.0493979075,23.898183494999998,23.083825255
2025-05-28 10:00:00+00:00,513.50783165,270.728317,23.420218905,163.124050375,163.368769615,55.3986658075,14.519657030000001,17.0777976175,23.819848455,23.2945071525
2025-05-28 11:00:00+00:00,593.569768975,268.582014575,23.646357075,187.73696265,203.960882725,56.152188275,13.629116025,17.0092526475,23.79543422,23.7686515025
2025-05-28 12:00:00+00:00,489.484749975,271.2568212,23.50395237,211.10159575,442.35259165,53.343309895,14.5695223775,17.041051585,23.902429017499998,23.6704538325
2025-05-28 13:00:00+00:00,592.223465125,272.409228875,23.576782295,231.034187,359.05600345,47.720983832499996,14.560466465,17.0202738075,23.908200327499998,23.2344160725
2025-05-28 14:00:00+00:00,504.199953625,59.4910713825,23.69148077,247.697102025,423.43507645,40.2725885725,14.67990637,17.103363095,23.968362405,23.2949906575
2025-05-28 15:00:00+00:00,437.64407165,51.703377195,23.753555555,261.5545531,289.763546875,32.144529937499996,15.0261354925,16.8734762925,23.8076617625,23.4
2025-05-28 16:00:00+00:00,427.478316075,51.944081075,23.8,274.24497075,195.512058675,23.519522272499998,14.8226718525,16.9216376475,23.8227081525,23.4
2025-05-28 17:00:00+00:00,424.58951755,52.044014335,23.8647314975,286.25768512499997,132.276677595,15.037846735,14.031948365,16.972084325,24.0592768425,23.49924107
2025-05-28 18:00:00+00:00,423.6301128,5.3515185175,24.08261563,298.05806997499997,65.0364286325,7.076779453,13.16449314,16.7894742075,24.2822222225,23.6889166675
2025-05-28 19:00:00+00:00,420.634507425,0.0,24.1,309.8787096,7.73353443475,0.16804846500000004,12.0253163625,15.9484470925,24.1220620175,23.7
2025-05-28 20:00:00+00:00,418.24491919999997,0.0,24.048214285,322.6874906,0.0612261235,-5.7757098652500005,11.438919855,15.6744780225,24.096469925,23.62583172
2025-05-28 21:00:00+00:00,417.9954533,0.0,23.9725347225,336.19330395,0.0,-10.20905824175,11.1938255025,15.0068934225,24.0225,23.581666667500002
2025-05-28 22:00:00+00:00,418.2507538,0.0,23.892204669999998,350.17052465,0.0,-12.71770501,11.018847185,14.3880133225,23.9,23.5
2025-05-28 23:00:00+00:00,419.154377,0.0,23.8,61.47395185075,0.0,-13.139546295,10.6011905925,13.9106818775,23.852357455,23.428055555
2025-05-29 00:00:00+00:00,419.25953985,0.0,23.7107941175,18.4988637325,0.0,-11.4606038425,10.1984518925,13.538809525,23.7605294125,23.3883258925
2025-05-29 01:00:00+00:00,419.016451375,0.0,23.6460380675,32.006813005,0.0,-7.854738434250001,10.19887405,13.0510615075,23.7027205875,23.2672717075
2025-05-29 02:00:00+00:00,417.80277225,0.0,23.56436508,44.994813515,2.2735006295,-2.5202761565,9.74182227,12.694548229999999,23.639168085,23.2
2025-05-29 03:00:00+00:00,416.914630425,44.1879637375,23.491335035,57.3794787775,50.8015580775,4.11937432725,9.90958076075,17.602633275,23.54191571,23.1168518525
2025-05-29 04:00:00+00:00,417.983119575,107.3028545725,23.3666666675,69.2436451725,130.194023455,11.74210928175,10.587443762500001,17.05517334,23.4891994225,23.021006495
2025-05-29 05:00:00+00:00,419.792704525,199.790907975,23.2211293375,80.949376665,208.846520875,19.9807789675,11.3284150725,16.926666665,23.37368136,22.9
2025-05-29 06:00:00+00:00,429.680049025,233.59979835,23.017517105,93.2407993775,354.42728305,28.57629062,11.8804129625,16.975361395,23.2533333325,22.9
2025-05-29 07:00:00+00:00,429.3240371,214.229125675,22.889434525,106.726327525,453.9636678,37.09195577,12.44241262,16.99854365,23.0625329875,22.835848065
2025-05-29 08:00:00+00:00,427.87265545,173.248789375,22.8361744975,122.203080925,583.535477275,44.93780566,13.5349123025,17.095658305,22.99361111,22.8
2025-05-29 09:00:00+00:00,426.401352325,134.29380565,22.884579365,140.60777465,670.974126875,51.380235075,14.394335524999999,17.0073650825,22.9170681825,22.8
2025-05-29 10:00:00+00:00,424.9727787,101.901165125,22.9144431275,162.0123335,804.75213625,55.470557927499996,14.889464349999999,17.06358135,22.900333994999997,22.832872025
2025-05-29 11:00:00+00:00,424.5477617,88.6666788425,23.0,187.516807325,753.2299685,56.3298905725,15.5745236,17.09937566,22.958380339999998,22.9
2025-05-29 12:00:00+00:00,424.26987155,86.370756495,22.9892283925,211.143459125,678.134958,53.483483480000004,15.8992260275,17.2462896825,22.963962752500002,22.9
2025-05-29 13:00:00+00:00,423.057754925,85.6193775575,23.0,230.99197855,577.10986505,47.898103255,16.0556321475,16.939771975,22.98376344,22.9
2025-05-29 14:00:00+00:00,422.14446475,94.2115825975,23.0736690125,247.544789525,426.35786715,40.55587939,16.741842955,17.0308650825,23.000611255,22.9644230775
2025-05-29 15:00:00+00:00,421.34660895,54.6359770025,23.1644841275,261.733151525,229.22494410000002,32.2281941625,16.6231709875,16.9465325025,23.155372185,23.0
2025-05-29 16:00:00+00:00,420.841456175,53.0117865,23.279910715,274.32262865,110.06370599499999,23.65869765,15.63355018,16.9327933675,23.353350042499997,23.0134920625
2025-05-29 17:00:00+00:00,420.13022375,52.9026897975,23.344166667499998,286.257868775,67.050634035,15.1956157425,15.85352065,17.0809196425,23.444887795,23.1
2025-05-29 18:00:00+00:00,417.38584405,7.285714285,23.4064367425,297.997671525,14.970102906500001,7.29935268,15.1477491525,17.191043954999998,23.4935632575,23.1
2025-05-29 19:00:00+00:00,414.401642625,0.0,23.5,310.12966345,2.38566096725,0.21370277425000006,14.26184515,16.905654765,23.507167875,23.123612180000002
2025-05-29 20:00:00+00:00,413.251723225,0.0,23.5,322.7657299,0.009647375,-5.643497891,13.6546033175,16.57890476,23.560185185,23.1635269925
2025-05-29 21:00:00+00:00,413.3527623,0.0,23.5,336.1366003,0.0,-10.03008838325,13.248793215,16.148789682500002,23.541900554999998,23.116103895000002
2025-05-29 22:00:00+00:00,412.6079092,0.0,23.5,350.2268772,0.0,-12.575642395,12.435891847499999,15.65974504,23.5,23.1048809525
2025-05-29 23:00:00+00:00,411.495483625,0.0,23.47424628,68.675784151,0.0,-13.0118539975,12.234214569999999,15.2822486775,23.592388890000002,23.1
2025-05-30 00:00:00+00:00,410.78210955,0.0,23.4,18.3268604325,0.0,-11.33694079,12.54132547,14.997599205,23.59186508,23.1
2025-05-30 01:00:00+00:00,409.6396089,0.0,23.4,32.0685691725,0.0,-7.6832852565,12.7341540925,14.8395833325,23.5034074075,23.1
2025-05-30 02:00:00+00:00,408.75688125,0.0,23.4,44.939962,0.28524111175,-2.38765115675,13.4530710075,14.706999999999999,23.4,23.1
2025-05-30 03:00:00+00:00,412.303269525,43.850565245,23.3701001875,57.4289006025,3.3309601725,4.32271716775,14.0728853975,16.8805666775,23.427638889999997,23.0132037025
2025-05-30 04:00:00+00:00,422.19675955,94.33431931,23.3,69.11451486,27.8719748425,11.85583174625,14.6582605875,16.8334394875,23.414848485,22.960157827499998
2025-05-30 05:00:00+00:00,426.101200825,180.349511825,23.236958895,80.9482402675,131.144865525,20.16743271,15.2701538275,17.190069445,23.2801113925,22.900093984999998
2025-05-30 06:00:00+00:00,424.36302035,236.425441325,23.130275765,93.11658618999999,168.728118675,28.6826262125,16.23507611,17.100769839999998,23.2519658875,22.9
2025-05-30 07:00:00+00:00,424.62654805,257.6308981,22.9955797275,106.37174755,405.278701075,37.0645420825,16.9907961525,17.1638541675,23.2,22.9
2025-05-30 08:00:00+00:00,423.771759025,240.108829775,22.9,121.929736475,644.837554525,44.9957730275,18.386789255,17.2968596925,23.1041520475,22.94420654
2025-05-30 09:00:00+00:00,419.40995499999997,207.417655925,22.923077624999998,140.595523625,631.102463375,51.5357385175,19.4039505675,17.0686034575,23.0473146775,23.01550245
2025-05-30 10:00:00+00:00,418.872264475,190.689387025,22.98073003,162.896847175,604.89288215,55.681026689999996,19.7974637425,17.0562180125,22.964313725,23.1
2025-05-30 11:00:00+00:00,418.332922525,198.322818175,23.0542732625,187.4801195,485.48162790000003,56.47572565,19.609563565,17.4385,23.1315478225,23.145714285
2025-05-30 12:00:00+00:00,418.57369895,232.221124125,23.0917820525,210.67399054999998,293.405754475,53.713577785,19.37841293,16.5736699125,23.2,23.2
2025-05-30 13:00:00+00:00,420.630406375,253.18871205,23.082554945000002,230.999384,376.9386299,48.062644267500005,18.9673525325,17.1057996475,23.197420635,23.1207702025
2025-05-30 14:00:00+00:00,421.99955645,68.68107337000001,23.30598192,247.547693175,167.90827982,40.74475913,18.147050905,16.5562406,23.3626224375,23.152291667500002
2025-05-30 15:00:00+00:00,423.8868893,52.64435041,23.4911428575,261.669303425,199.77800317499998,32.430458045,16.9659112725,16.95537401,23.5991348825,23.26454365
2025-05-30 16:00:00+00:00,426.01211105,53.5615416425,23.6639289525,274.442001275,118.3909627,23.7400445075,16.816581057500002,17.023862434999998,23.773011727500002,23.4
2025-05-30 17:00:00+00:00,426.213624,53.471041315,23.82795521,286.380164675,143.80659981,15.3068232775,16.4935467925,17.060652627499998,23.987414485000002,23.553725800000002
2025-05-30 18:00:00+00:00,425.82588245,2.31027777775,23.988333332499998,298.187993225,39.8688024925,7.345721656749999,15.55792538,16.73890476,24.0788543575,23.659436275
2025-05-30 19:00:00+00:00,423.1688067,0.0,24.0,310.14185835,6.53797327875,0.35692790775000005,14.921574442499999,16.8424277225,24.009321937499998,23.688988605
2025-05-30 20:00:00+00:00,422.12623135,0.0,24.0,322.859348575,0.07366697999999999,-5.51193482775,14.33127126,16.413015870000002,24.0850177525,23.6
2025-05-30 21:00:00+00:00,421.826170475,0.0,23.9452266075,336.240778575,0.0,-9.9036902425,13.8886223525,15.740148809999999,23.901033835,23.6
2025-05-30 22:00:00+00:00,422.007382925,0.0,23.9,349.956601225,0.0,-12.36582331,13.555174395,15.3001872725,23.9,23.5306868125
2025-05-30 23:00:00+00:00,421.288746075,0.0,23.813977455,61.27844958025,0.0,-12.8612079475,12.97659662,14.91471795,23.80488889,23.49042328
2025-05-31 00:00:00+00:00,420.60697775,0.0,23.756785715,18.45088037,0.0,-11.185160245,13.0953698075,14.560714285,23.7804761925,23.4
2025-05-31 01:00:00+00:00,419.30433095,0.0,23.7,31.882085885,0.0,-7.59841147725,13.188489315,14.424761905,23.7,23.4
2025-05-31 02:00:00+00:00,419.88107672499996,0.0,23.7,44.957237945,0.37705858575,-2.2198254465000002,13.18506297,14.4,23.7,23.3865277775
2025-05-31 03:00:00+00:00,420.38201975,0.0,23.6191402125,57.1949037825,6.798172571,4.34776706675,13.0382539075,14.485,23.7,23.3
2025-05-31 04:00:00+00:00,420.650917775,0.0,23.6,68.99985012,40.77508448,11.9664402415,13.174979347499999,14.5,23.6665424575,23.3
2025-05-31 05:00:00+00:00,419.75578137499997,0.0,23.6078784125,80.73083144,94.9402420175,20.181723045,13.57316629,14.41,23.74967939,23.3
2025-05-31 06:00:00+00:00,419.7967363,0.0,23.6350876275,92.94073585000001,168.2579307675,28.728990225,13.71527511,14.4476785725,23.7,23.3
2025-05-31 07:00:00+00:00,419.35997825,0.0,23.7,106.484149275,395.77278335,37.31485432,14.201387255,14.6,23.7,23.365
2025-05-31 08:00:00+00:00,418.153998075,0.0,23.755277777499998,121.78205185,517.0224804,45.097671635,15.0325183825,14.616666667499999,23.7970617325,23.405
2025-05-31 09:00:00+00:00,418.94776022499997,0.0,23.8625757575,140.39540492499998,647.7613749,51.640085435,15.377413575,14.8476190475,23.940143525,23.5020408175
2025-05-31 10:00:00+00:00,418.5112836,0.0,23.97712932,162.79613155,684.634892875,55.801046065,15.92286499,15.16388889,24.06058713,23.601339285
2025-05-31 11:00:00+00:00,416.33289195000003,0.0,24.1008775275,187.1540076,729.69524485,56.6200725125,16.5381498275,15.491681215,24.1855113625,23.7173227825
2025-05-31 12:00:00+00:00,415.1895491,0.0,24.296326755,210.899582075,705.372332475,53.85803891,17.039209485,16.181146249999998,24.41713795,23.87106349
2025-05-31 13:00:00+00:00,413.59705765,0.0,24.56572473,231.239101475,632.9910837,48.1563528825,17.48906784,17.0673319825,24.70212249,24.140423535
2025-05-31 14:00:00+00:00,413.51244395,0.0,24.962827230000002,247.80853105,511.448155575,40.76342789,17.505075465,17.8546627,25.1906646025,24.520978175
2025-05-31 15:00:00+00:00,411.670921,0.0,25.397957825,261.982883025,371.000315125,32.435686945,17.876144215,18.404920635,25.546131674999998,24.917979025
2025-05-31 16:00:00+00:00,412.62383,0.0,25.651374205,274.50851685,234.424095275,23.891011005,17.8407986625,18.6,25.74366892,25.1919312175
2025-05-31 17:00:00+00:00,411.149291425,0.0,25.848,286.436321925,148.68019522499998,15.418540565,18.155096337499998,18.6,25.8597256975,25.3479358975
2025-05-31 18:00:00+00:00,410.602401325,0.0,25.8703664725,298.115929775,43.67890926,7.55562027525,18.059855487500002,18.6,25.8446428575,25.386111109999998
2025-05-31 19:00:00+00:00,410.5877134,0.0,25.7172029225,310.29655125,5.18335377075,0.436434679,15.0385740825,18.6,25.6905176775,25.25462963
2025-05-31 20:00:00+00:00,411.6168998,0.0,25.503715415000002,322.888749325,0.0571894145,-5.389862744,13.993312035,18.4823809525,25.4862836425,25.06757326
2025-05-31 21:00:00+00:00,412.58668869999997,0.0,25.29836112,336.16865747500003,0.0,-9.7454626505,14.12585162,17.9143971075,25.281825685,24.847440475
2025-05-31 22:00:00+00:00,413.50601604999997,0.0,25.07692008,349.940198875,0.0,-12.269228612500001,13.630103824999999,17.2391832025,25.0850784575,24.631054865
2025-05-31 23:00:00+00:00,411.866311425,0.0,24.9129545475,87.9020767305,0.0,-12.7198279225,13.3802172725,16.5920634925,24.924001775,24.5149074075
2025-06-01 00:00:00+00:00,410.940992875,0.0,24.7294105275,18.3622652775,0.0,-11.0569402465,13.44520805,16.1233333325,24.75008729,24.3872222225
2025-06-01 01:00:00+00:00,411.18078760000003,0.0,24.59520203,31.881261685,0.0,-7.4408187002499995,13.159751985,15.794196427500001,24.6395370375,24.25711111
2025-06-01 02:00:00+00:00,412.477130325,0.0,24.5,44.806163104999996,1.21330215475,-2.13786310925,12.821868105,15.4865773825,24.51591615,24.1747222225
2025-06-01 03:00:00+00:00,411.709713475,0.0,24.427068005,57.0866390725,20.99271906925,4.42954650675,13.039934725,15.31,24.5,24.0695384625
2025-06-01 04:00:00+00:00,409.8936563,0.0,24.3531818175,68.8680291525,33.455016490000006,12.0360953885,14.08040632,15.3695634925,24.401874999999997,24.0
2025-06-01 05:00:00+00:00,408.259351475,0.0,24.309405595,80.63303937250001,103.5720408825,20.286865345,14.6267485525,15.343928572500001,24.4,24.0
2025-06-01 06:00:00+00:00,406.97975395,0.0,24.364698779999998,92.77704568,213.47680325,28.805002115,14.99969259,15.5482142875,24.402454534999997,24.0
2025-06-01 07:00:00+00:00,404.72374582500004,0.0,24.4091666675,106.31286717500001,248.355277725,37.4004764475,15.324045875,15.729815475,24.528943237500002,24.060000000000002
2025-06-01 08:00:00+00:00,402.76481935,0.0,24.5,121.591221475,243.323097825,45.173181305,15.055391242499999,15.7512094575,24.5309722225,24.1373090825
2025-06-01 09:00:00+00:00,400.62534445,0.0,24.579672270000003,140.21609949999998,298.4336649,51.721751275,15.7792487225,15.602504960000001,24.6467140325,24.252161655000002
2025-06-01 10:00:00+00:00,398.42485439999996,0.0,24.68076923,162.9135107,514.617020475,55.9847316125,16.53897989,16.0321805575,24.7428503725,24.359110335
2025-06-01 11:00:00+00:00,398.29636225,0.0,24.864865899999998,187.42563155,737.95282945,56.7635795975,18.274043419999998,16.502425215,24.9895708325,24.50562164
2025-06-01 12:00:00+00:00,397.574818325,0.0,25.1091666675,211.005129925,707.29330085,53.9645417375,19.171645245,16.730412700000002,25.253172239999998,24.6996548825
2025-06-01 13:00:00+00:00,396.953029975,0.0,25.4237898925,231.296437025,510.96672105000005,48.289746799999996,19.7611160925,16.8234623025,25.6039722425,24.98253846
2025-06-01 14:00:00+00:00,396.632138375,0.0,25.7318470875,247.581969775,457.7432316,41.061946684999995,20.6467951725,16.868882655,25.9166480025,25.30636332
2025-06-01 15:00:00+00:00,395.05137475000004,0.0,25.9,261.696094625,105.4008748175,32.7704933225,21.1278211925,16.8381726175,25.985857265,25.4
2025-06-01 16:00:00+00:00,395.25951810000004,0.0,25.899066667499998,274.48445265,67.39537738499999,24.0662963675,20.337033985,17.43672619,25.899066667499998,25.4
2025-06-01 17:00:00+00:00,396.38029255000004,0.0,25.8,286.474344025,66.300107335,15.5721514125,19.826919337499998,17.907257935,25.8,25.398611109999997
2025-06-01 18:00:00+00:00,395.383266275,0.0,25.70789855,298.178216925,26.2989949525,7.6747580135,19.3639125825,18.248523810000002,25.70789855,25.300185185
2025-06-01 19:00:00+00:00,394.416393025,0.0,25.602404715,310.29255195,4.964789821,0.5869502055,18.337383997499998,18.8099872425,25.6111098625,25.226358365
2025-06-01 20:00:00+00:00,396.1213824,0.0,25.4871212125,322.917137475,0.058655489,-5.25357463725,16.5440748925,18.5921098475,25.5046746875,25.10236111
2025-06-01 21:00:00+00:00,398.317857825,16.97264541,25.3534441125,336.116971375,0.0,-9.611142432000001,15.2007902175,17.6710997725,25.3878174875,24.972863637499998
2025-06-01 22:00:00+00:00,415.8881721,171.642606965,24.999105045,350.085313875,0.0,-12.13817623,14.46222779,15.60057275,25.0522574475,24.555331475
2025-06-01 23:00:00+00:00,432.54894932499997,264.135605775,24.301269089999998,86.38167898774999,0.0,-12.58522611,13.3017232725,14.231607907499999,24.5352179525,23.8870075775
2025-06-02 00:00:00+00:00,438.0352573,264.2526492,23.696037525,18.1364727775,0.0,-10.9836153555,12.15532501,13.3335222175,24.050903745,23.3415573075
2025-06-02 01:00:00+00:00,440.4128318,264.07355485,23.2171737625,31.770265035,0.0,-7.34140364075,11.216084989999999,12.6302070125,23.65976526,22.819583335
2025-06-02 02:00:00+00:00,442.4988959,269.297422375,22.688584085,44.2659138825,1.9802773922499999,-2.2475529657499997,10.5283054625,12.1017295575,23.21094584,22.4008316625
2025-06-02 03:00:00+00:00,441.818805375,64.56886748,22.534932734999998,56.827223995,39.81989183,4.4355447215,10.34799452,17.79513393,23.026345499999998,22.30978702
2025-06-02 04:00:00+00:00,439.242695625,53.683933575,22.749289165,68.6421482975,137.546725015,12.030380885,11.5454771975,19.5017606025,23.150656565,22.518185515
2025-06-02 05:00:00+00:00,445.0356526,52.6383735325,22.920419052499998,80.4262104975,231.95669784999998,20.3035716075,12.87121934,19.036761905,23.1985483875,22.7045568775
2025-06-02 06:00:00+00:00,576.482643475,113.17326488999998,23.4838103925,92.80430389,306.6523249,28.9760214125,14.4661943025,18.15234127,23.3060782225,23.0541503575
2025-06-02 07:00:00+00:00,627.3777818,256.240483875,23.7412547875,106.04934505,490.26469960000003,37.385127175,16.111177995000002,17.13097024,23.903821895,23.7049490425
2025-06-02 08:00:00+00:00,510.219126775,268.415736025,23.555530305,121.61575619999999,496.2888103,45.336236835,16.988013835,17.2544666925,23.92792408,24.117481205
2025-06-02 09:00:00+00:00,496.827871825,268.85407345,23.5372775225,140.506062875,296.874937275,51.93474175,16.587865645,17.0435232425,24.0926287925,23.976742725
2025-06-02 10:00:00+00:00,530.82110835,266.53295975000003,23.4557604275,162.43397725,147.6245395575,56.03188385,14.866998259999999,16.51011905,23.9835796925,23.65812741
2025-06-02 11:00:00+00:00,615.4680942,271.38726855,23.5379959725,187.38788205,359.04317402500004,56.90316233,14.6029109275,17.156840985,24.071842105,23.5433361675
2025-06-02 12:00:00+00:00,621.92006355,268.541900775,23.802912305,211.177984925,433.109996575,54.076245635,15.712019385,17.32648016,24.47845797,23.5687336175
2025-06-02 13:00:00+00:00,581.844231775,270.39156605,24.08743392,231.3115374,259.09495149,48.4285647525,16.554067947500002,16.9724325375,24.319711745,23.6842824075
2025-06-02 14:00:00+00:00,461.24092847500003,70.46830980749999,23.96398066,247.8509752,241.7345152225,41.05585805,12.219947195,16.651987955,24.30474636,23.522540375
2025-06-02 15:00:00+00:00,445.3691486,55.6006560975,24.30591565,262.066730825,314.62553897500004,32.6986023025,15.292033162500001,17.0785780425,24.410822279999998,23.8873521575
2025-06-02 16:00:00+00:00,433.42948315,55.767197845,24.5084652775,274.64708915,344.484528475,24.1215002075,17.5037812775,17.4648928575,24.5775297625,24.0983333325
2025-06-02 17:00:00+00:00,436.85174615,55.380354575,24.5,286.523463575,165.1906188475,15.687701275,17.24873455,16.6435476175,24.5433978025,24.1092891475
2025-06-02 18:00:00+00:00,438.94380977500003,3.3068698905000002,24.5,298.2839285,48.6533470125,7.74758561425,15.9517843925,15.55497156,24.53632885,24.136884575
2025-06-02 19:00:00+00:00,484.260438025,0.0,24.5,310.34603655,7.35932931925,0.7005430152499998,14.135637939999999,16.86825,24.5,24.2
2025-06-02 20:00:00+00:00,467.4294211,0.0,24.5,322.929783475,0.08958886175,-5.125959042,12.769331405,16.611227515,24.5,24.10969697
2025-06-02 21:00:00+00:00,441.07835315,94.246247105,24.2793720925,336.237656025,0.0,-9.495676537,12.6468186875,14.571485262500001,24.3823915025,23.95510196
2025-06-02 22:00:00+00:00,434.53932199999997,103.5227727625,23.9720006975,350.099866775,0.0,-12.0094163875,12.893104115,14.5134583325,24.09019371,23.6478809525
2025-06-02 23:00:00+00:00,436.386160975,103.655366675,23.63811407,83.17399301275,0.0,-12.4565033675,12.259350085,14.0083257025,23.85811788,23.396794745
2025-06-03 00:00:00+00:00,441.31674855,113.41587270000001,23.409971437499998,18.266816245,0.0,-10.813746442500001,10.8478753525,12.837774115,23.689526727500002,23.0862950325
2025-06-03 01:00:00+00:00,441.90988345,140.50463257500002,23.014381185,31.83696879,0.0,-7.181882493,10.084707625,11.9569365075,23.435255015,22.5906342975
2025-06-03 02:00:00+00:00,442.642086975,204.909078775,22.600188697500002,44.703223845,3.2159371830000003,-1.8990095645,10.0066149055,11.4153670625,22.939958445000002,22.1653303
2025-06-03 03:00:00+00:00,447.49140650000004,58.554724792500004,22.380449427499997,56.8722047275,52.06963297,4.6040698215,9.1422362785,16.67584042,22.793118005,22.1346683675
2025-06-03 04:00:00+00:00,446.94730112499997,52.360436289999996,22.5215960225,68.78580171,155.666513175,12.2944134265,10.27318237975,18.752420635,22.8878479525,22.3384165825
2025-06-03 05:00:00+00:00,450.603632075,50.8689008475,22.7001222825,80.412412605,273.857950625,20.459524235,11.552695697499999,18.6127976175,23.017021720000002,22.4566666675
2025-06-03 06:00:00+00:00,509.10836194999996,52.877079949999995,22.902616752500002,92.653455155,350.680514875,29.04105922,12.450816442499999,17.9963461525,23.211219137500002,22.5628609975
2025-06-03 07:00:00+00:00,597.330704775,106.6138123175,23.39455788,105.8862809,519.1662475749999,37.4492423875,13.3370153075,17.309285715,23.737086985,23.2060394175
2025-06-03 08:00:00+00:00,532.19355335,235.746946825,23.443391402499998,121.50520635,544.4179684000001,45.4285453975,13.9683575425,17.0986492675,24.608312205,23.2347277275
2025-06-03 09:00:00+00:00,586.18400925,270.485312525,23.6397401025,140.0834591,722.9144577,51.972288649999996,15.9660372275,17.0878055575,24.629801465,23.43737281
2025-06-03 10:00:00+00:00,645.49043215,268.24811224999996,23.82051696,161.92540775,754.578106825,56.118801427499996,18.09169424,17.094593255,24.3649561925,23.667900435
2025-06-03 11:00:00+00:00,623.8776584999999,265.59812562499997,23.6626130625,187.43498885,775.09470835,57.03221383,18.5051663325,17.481140875,24.590827105000002,23.821668645
2025-06-03 12:00:00+00:00,642.5127982250001,269.20125732500003,24.013953505,211.093726175,640.92089055,54.213240675,18.4383857425,17.5591407775,24.6366112325,23.506563075
2025-06-03 13:00:00+00:00,493.552070175,270.26365499999997,23.8815635775,231.45198745,586.85336905,48.5043705825,18.523574692500002,16.3398852025,24.8562119475,23.504146825
2025-06-03 14:00:00+00:00,457.51705745,65.2331435025,24.13546581,247.93077184999999,469.523382375,41.1676768425,18.9559660025,16.96973002,24.9633067575,23.70328381
2025-06-03 15:00:00+00:00,451.36539035,51.836116225,24.57385054,262.12225927500003,355.6820695,32.81043254,19.42861691,17.4947817475,25.0452272,24.13373016
2025-06-03 16:00:00+00:00,443.438530775,26.47038763525,24.90991091,274.71930035,235.47950722500002,24.2179132575,19.631346155,16.963553115,25.3591917675,24.47142857
2025-06-03 17:00:00+00:00,456.4623276,0.0,25.098194445,286.581198975,104.650622195,15.8098780025,17.043009535,17.624910715,25.4323015875,24.6
2025-06-03 18:00:00+00:00,478.09464985,0.0,25.0834376,298.302122975,29.1035204075,7.88794923375,14.618227300000001,18.3554240375,25.24816799,24.5625
2025-06-03 19:00:00+00:00,478.49031505000005,0.0,24.935634155,310.27864212500003,4.22320734075,0.86219338375,13.834763585000001,18.0400045325,25.07219741,24.4383333325
2025-06-03 20:00:00+00:00,463.5981627,0.0,24.740865385,322.99908922500003,0.0482956575,-5.02386776,13.75576218,17.909374999999997,24.8824630525,24.30672619
2025-06-03 21:00:00+00:00,448.907831425,53.396724462499996,24.51790285,336.201215475,0.0,-9.3741894785,13.9157358125,15.674940475,24.5862053725,24.0287202375
2025-06-03 22:00:00+00:00,436.55897062500003,3.8882154875,24.3890284875,350.090633375,0.0,-11.8996298175,14.024535385,15.9190714275,24.52802429,23.91111111
