,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-06-01 00:00:00+00:00,410.9477319,0.0,24.8,13.19931973,0.0,-12.00190476,13.39006803,16.3,24.8,24.4
2025-06-01 00:15:00+00:00,411.063362,0.0,24.71764211,16.59083333,0.0,-11.46545455,13.62661111,16.16,24.79251627,24.4
2025-06-01 00:30:00+00:00,410.3654266,0.0,24.7,19.87308469,0.0,-10.82847575,13.40993084,16.03333333,24.70783289,24.4
2025-06-01 00:45:00+00:00,411.387451,0.0,24.7,23.78582336,0.0,-9.931925926,13.35422222,16.0,24.7,24.34888889
2025-06-01 01:00:00+00:00,410.7003652,0.0,24.62535714,26.94875464,0.0,-9.093812616,13.30347403,15.87678571,24.7,24.3
2025-06-01 01:15:00+00:00,410.6915841,0.0,24.6,29.89238095,0.0,-8.158095238,13.24438095,15.8,24.65814815,24.3
2025-06-01 01:30:00+00:00,411.51861,0.0,24.6,33.71945406,0.0,-6.862626263,13.1235974,15.8,24.6,24.22844444
2025-06-01 01:45:00+00:00,411.8125911,0.0,24.55545098,36.96445709,0.0,-5.648740684,12.96755556,15.7,24.6,24.2
2025-06-01 02:00:00+00:00,412.9927168,0.0,24.5,40.21549784,0.034415584,-4.303138528,12.8,15.6,24.5636646,24.2
2025-06-01 02:15:00+00:00,412.6879579,0.0,24.5,42.88333333,0.337383244,-3.106666667,12.76717949,15.51964286,24.5,24.2
2025-06-01 02:30:00+00:00,411.9109861,0.0,24.5,46.52656301,1.13010303,-1.331818182,12.82029293,15.42666667,24.5,24.19888889
2025-06-01 02:45:00+00:00,412.3168605,0.0,24.5,49.59925824,3.351306761,0.19017094,12.9,15.4,24.5,24.1
2025-06-01 03:00:00+00:00,412.2550265,0.0,24.5,52.36980952,8.428755067,1.619047619,12.85979048,15.34,24.5,24.1
2025-06-01 03:15:00+00:00,411.6607085,0.0,24.40827202,55.60728956,12.6147732,3.502996633,12.906,15.3,24.5,24.1
2025-06-01 03:30:00+00:00,411.2183915,0.0,24.4,58.7735878,26.87874772,5.414025974,13.06180556,15.3,24.5,24.07815385
2025-06-01 03:45:00+00:00,411.7047274,0.0,24.4,61.59586941,36.04860029,7.182115801,13.33214286,15.3,24.5,24.0
2025-06-01 04:00:00+00:00,411.0024629,0.0,24.4,64.33966667,31.61409688,8.954074074,13.94172222,15.34968254,24.4075,24.0
2025-06-01 04:15:00+00:00,410.2077471,0.0,24.4,67.34581164,28.55789842,10.99078607,14.14507937,15.4,24.4,24.0
2025-06-01 04:30:00+00:00,409.3422619,0.0,24.31272727,70.4847619,25.48142027,13.10912698,14.1475873,15.4,24.4,24.0
2025-06-01 04:45:00+00:00,409.0221533,0.0,24.3,73.3018764,48.16665039,15.09039443,14.08723639,15.32857143,24.4,24.0
2025-06-01 05:00:00+00:00,408.3690236,0.0,24.3,76.23170996,97.43251486,17.16510823,14.4385,15.3,24.4,24.0
2025-06-01 05:15:00+00:00,408.2418023,0.0,24.3,79.21087061,112.969283,19.25650072,14.59631987,15.3,24.4,24.0
2025-06-01 05:30:00+00:00,408.5632467,0.0,24.3,82.04624359,62.96800207,21.27863021,14.77767007,15.37571429,24.4,24.0
2025-06-01 05:45:00+00:00,407.8633333,0.0,24.33762238,85.04333333,140.9183636,23.44722222,14.69450427,15.4,24.4,24.0
2025-06-01 06:00:00+00:00,406.9502273,0.0,24.30083333,87.99535243,176.8927231,25.52663448,14.73025079,15.42666667,24.4,24.0
2025-06-01 06:15:00+00:00,407.0433167,0.0,24.35796179,91.23522825,202.199739,27.77970996,14.95306349,15.5,24.4,24.0
2025-06-01 06:30:00+00:00,406.9659197,0.0,24.4,94.52494331,258.5276054,30.01130952,15.11238404,15.55952381,24.4,24.0
2025-06-01 06:45:00+00:00,406.9595521,0.0,24.4,97.35265873,216.2871455,31.9023545,15.20307204,15.70666667,24.40981814,24.0
2025-06-01 07:00:00+00:00,406.29,0.0,24.4,101.1111825,187.3881107,34.31597619,15.27228571,15.76533333,24.59188406,24.0
2025-06-01 07:15:00+00:00,404.8616402,0.0,24.4,104.6073918,226.9607889,36.43951659,15.28691919,15.78,24.52388889,24.04
2025-06-01 07:30:00+00:00,404.0503663,0.0,24.4,107.7615608,271.4782968,38.32539425,15.3825,15.6897619,24.5,24.1
2025-06-01 07:45:00+00:00,403.6929768,0.0,24.43666667,111.7713336,307.5939145,40.52101876,15.3544786,15.68416667,24.5,24.1
