,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-07-01 09:00:00+00:00,736.1265975,269.4378631,24.74231624,130.4213961,687.4745345,49.889,21.81815224,17.0,24.67658974,23.66666667
2025-07-01 09:15:00+00:00,725.1497436,269.0653846,24.72969231,135.1793624,705.0958233,51.45855556,22.06212432,17.14285714,24.54061538,24.1
2025-07-01 09:30:00+00:00,632.8199844,269.2007527,24.70853652,139.756159,719.9397755,52.8012507,21.8606532,17.33380952,24.4,24.03081568
2025-07-01 09:45:00+00:00,491.1435247,269.5278001,24.45668452,145.3887103,733.2122205,54.17664622,22.1056832,17.20424242,24.4,24.03066138
2025-07-01 10:00:00+00:00,473.3853955,264.836002,24.4,151.1521779,745.2620522,55.37962271,22.58624884,17.05642857,24.55853968,23.97515152
2025-07-01 10:15:00+00:00,469.6905914,267.018684,24.37857143,157.0498368,755.6779561,56.3398539,23.11482426,17.12591837,25.08418719,23.9
2025-07-01 10:30:00+00:00,469.6133233,268.3364193,24.3,162.9403968,763.1411666,57.11167749,23.14606061,17.36244444,25.16116117,23.92111111
2025-07-01 10:45:00+00:00,469.335465,268.4218315,24.29828096,169.0995741,769.2668089,57.62144444,22.95106758,17.25285714,25.10809974,23.89142857
2025-07-01 11:00:00+00:00,467.1635987,266.5769205,24.21638095,175.7722306,774.3185914,57.955,23.11086701,17.0,24.82832612,23.91111111
2025-07-01 11:15:00+00:00,468.0904298,269.7287527,24.2,182.0924098,776.0600785,57.99571429,23.08012603,17.08894558,24.91992359,24.0077381
2025-07-01 11:30:00+00:00,460.3195973,268.0315294,24.2,188.2614947,777.275763,57.80298942,23.1681152,17.22390572,25.0,24.07441534
2025-07-01 11:45:00+00:00,457.9057869,264.6252453,24.2,194.5861005,776.2760502,57.39946224,22.99781433,17.2,25.0,24.02286195
2025-07-01 12:00:00+00:00,522.1940031,263.340514,24.30718065,200.6785714,774.1599733,56.77285714,23.11571429,16.99583333,25.02568199,23.85352041
2025-07-01 12:15:00+00:00,675.9992388,271.2148317,24.50580568,206.7602532,769.6026839,55.86954856,23.4833842,17.01428571,24.76889855,23.9463141
2025-07-01 12:30:00+00:00,677.6976042,267.1297891,24.59648485,212.49288,762.7186985,54.7852417,23.47155291,17.04,24.74964593,24.08109555
2025-07-01 12:45:00+00:00,614.0110711,267.9026141,24.63640262,217.9174081,752.9927073,53.57694949,23.54799827,17.13333333,24.89081807,24.07573626
2025-07-01 13:00:00+00:00,591.0901,270.7171202,24.52337662,223.2258366,740.2233319,52.10244898,23.36941468,17.06714286,24.7895872,24.07777778
