,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-08-01 00:00:00+00:00,474.7467447,95.49918536,24.05966667,11.63461254,0.0,-16.28112121,16.65129182,17.9,24.2,23.64274074
2025-08-01 00:15:00+00:00,475.302381,94.70909091,24.0,15.37321429,0.0,-15.77867063,16.52196429,17.9,24.22883117,23.6
2025-08-01 00:30:00+00:00,474.5349735,93.85847523,23.96666667,18.96203463,0.0,-15.13958442,16.73413757,17.9,24.11015873,23.6
2025-08-01 00:45:00+00:00,475.2815674,100.9202299,23.9,22.41049603,0.0,-14.44817196,16.43573653,17.84,24.1,23.57285714
2025-08-01 01:00:00+00:00,474.4355556,95.1922488,23.9,26.23480484,0.0,-13.50094424,16.75748879,17.68,24.06571429,23.5
2025-08-01 01:15:00+00:00,474.0,96.8696538,23.9,29.0463251,0.0,-12.71310039,16.95198864,17.55595238,24.0,23.5
2025-08-01 01:30:00+00:00,474.0819964,100.5672371,23.87030303,33.14076142,0.0,-11.39495238,16.90100433,17.34444444,24.0,23.5
2025-08-01 01:45:00+00:00,474.4083333,97.12777778,23.8,36.87294071,0.0,-10.0640377,16.69156626,17.14166667,24.0,23.40833333
2025-08-01 02:00:00+00:00,474.737316,96.04390807,23.8,39.86721939,0.0,-8.884722222,16.55031746,17.0,24.00211039,23.4
2025-08-01 02:15:00+00:00,475.8834323,98.05221359,23.71266667,43.112,0.0,-7.476388889,16.52905556,16.872,23.9,23.3862963
2025-08-01 02:30:00+00:00,475.7969697,97.81104257,23.7,46.01461857,0.0,-6.169813131,16.11694949,16.76666667,23.9,23.3
2025-08-01 02:45:00+00:00,477.0487679,98.52922342,23.7,49.52889827,0.155743723,-4.42311039,16.06818944,16.7,23.88257778,23.3
2025-08-01 03:00:00+00:00,478.4693744,19.3199884,23.61285714,52.66937903,0.755603777,-2.77603349,15.98775641,16.61910431,23.80780834,23.3
2025-08-01 03:15:00+00:00,477.9518254,43.19574315,23.6,55.95872222,2.646467949,-0.915166667,16.87589744,17.01066667,23.95707071,23.29386364
2025-08-01 03:30:00+00:00,477.6172364,54.4425402,23.6,58.61950433,8.265394586,0.508310356,17.1798007,17.39014141,23.99217576,23.3
2025-08-01 03:45:00+00:00,478.1544265,54.20181287,23.6,62.218114,23.08470955,2.704560847,17.78789466,16.56666667,23.99733333,23.3
2025-08-01 04:00:00+00:00,477.5372382,68.16174659,23.6,64.98768776,23.28522603,4.491315976,17.67187919,17.38571429,23.87556818,23.3
2025-08-01 04:15:00+00:00,479.0418519,112.3411905,23.6,67.99519444,25.91636912,6.426949735,17.12981746,16.61973138,23.8,23.3
2025-08-01 04:30:00+00:00,479.4457368,160.7255922,23.6,71.2390392,29.66040426,8.6094709,16.61126455,17.035,23.72399287,23.29764706
2025-08-01 04:45:00+00:00,479.3585834,208.1589242,23.56822055,74.1206286,38.00116577,10.56899529,16.40758673,16.97166667,23.69943609,23.2037415
