w_cost,dh_all,dh_occ,cost,pct_occ
1.0,209.3408997899207,110.16883022866334,0.11790903303036923,6.071428571428571
0.1,207.1095532836908,108.85619539389587,0.21899070089552838,6.071428571428571
0.01,201.79085612142353,107.10305132304148,0.2587201439864132,7.142857142857142
0.0,174.66470393488487,88.90303151267287,1.2850765783650087,18.928571428571427
