System,cost,dh_all,pct_occ
ANN Knee,4.668662100246466,112.49591245961842,60.71428571428571
Rolling MPC Knee,6.937268388254985,105.52670512638382,62.5
DMI Knee,0.2587201439864132,201.79085612142353,7.142857142857142
BAU,4.297344095248781,147.41951741134073,59.285714285714285
